,Film,Month,Monthly_Cume_Gross,Monthly_Gross,Monthly_Gross_Mil,Studio
0,Dance With a Stranger,9.0,725707.0,383992.0,0.0,Goldwyn Entertainment
0,American Buffalo,9.0,1050984.0,482451.0,0.0,Goldwyn Entertainment
0,Big Night,9.0,1640777.0,1359414.0,1.0,Goldwyn Entertainment
0,The King of Masks,9.0,3601789.0,73513.0,0.0,Goldwyn Entertainment
0,Splendor,9.0,278390.0,272556.0,0.0,Goldwyn Entertainment
0,Mambo Italiano,9.0,6050542.0,40703.0,0.0,Goldwyn Entertainment
0,Always,10.0,172721.0,75237.0,0.0,Goldwyn Entertainment
0,Rampo,10.0,271396.0,11386.0,0.0,Goldwyn Entertainment
0,Big Night,10.0,19994389.0,5450767.0,5.0,Goldwyn Entertainment
0,Napolean,10.0,99950.0,881.0,0.0,Goldwyn Entertainment
0,The King of Masks,10.0,1893677.0,22594.0,0.0,Goldwyn Entertainment
0,Splendor,10.0,85457.0,9065.0,0.0,Goldwyn Entertainment
0,Always,11.0,133166.0,28808.0,0.0,Goldwyn Entertainment
0,Once Bitten,11.0,19840690.0,8623388.0,8.0,Goldwyn Entertainment
0,Big Night,11.0,45932701.0,3518302.0,3.0,Goldwyn Entertainment
0,The Hanging Garden,11.0,576545.0,141322.0,0.0,Goldwyn Entertainment
0,Welcome to Woop-Woop,11.0,26609.0,26609.0,0.0,Goldwyn Entertainment
0,The King of Masks,11.0,998963.0,5725.0,0.0,Goldwyn Entertainment
0,El Crimen de Padre,11.0,5229672.0,2681944.0,2.0,Goldwyn Entertainment
0,Once Bitten,12.0,38128973.0,1168446.0,1.0,Goldwyn Entertainment
0,Bring on the Night,12.0,1649835.0,32532.0,0.0,Goldwyn Entertainment
0,To Live,12.0,1617796.0,574006.0,0.0,Goldwyn Entertainment
0,Eat Drink Man Woman,12.0,20901416.0,82073.0,0.0,Goldwyn Entertainment
0,The Madness of King George,12.0,121975.0,96130.0,0.0,Goldwyn Entertainment
0,Big Night,12.0,43495468.0,867623.0,0.0,Goldwyn Entertainment
0,The Hanging Garden,12.0,363594.0,46512.0,0.0,Goldwyn Entertainment
0,The King of Masks,12.0,1008884.0,9921.0,0.0,Goldwyn Entertainment
0,El Crimen de Padre,12.0,15547526.0,1708406.0,1.0,Goldwyn Entertainment
0,Turtle Diary,2.0,135582.0,86831.0,0.0,Goldwyn Entertainment
0,The Mystery of Picasso,2.0,30639.0,30639.0,0.0,Goldwyn Entertainment
0,To Live,2.0,3529766.0,331355.0,0.0,Goldwyn Entertainment
0,The Madness of King George,2.0,17894879.0,5304170.0,5.0,Goldwyn Entertainment
0,Angels and Insects,2.0,1982101.0,840115.0,0.0,Goldwyn Entertainment
0,Big Night,2.0,11841505.0,63661.0,0.0,Goldwyn Entertainment
0,Onegin,2.0,395918.0,74680.0,0.0,Goldwyn Entertainment
0,The King of Masks,2.0,3289668.0,30972.0,0.0,Goldwyn Entertainment
0,El Crimen de Padre,2.0,21950396.0,302586.0,0.0,Goldwyn Entertainment
0,Turtle Diary,8.0,4053732.0,62567.0,0.0,Goldwyn Entertainment
0,Paperback Romance,8.0,94234.0,64964.0,0.0,Goldwyn Entertainment
0,The King of Masks,8.0,3202722.0,149010.0,0.0,Goldwyn Entertainment
0,Desert Blue,8.0,197257.0,4133.0,0.0,Goldwyn Entertainment
0,Mambo Italiano,8.0,11722405.0,155133.0,0.0,Goldwyn Entertainment
0,La Femme Nikita,4.0,4789033.0,1378773.0,1.0,Goldwyn Entertainment
0,You So Crazy,4.0,3969777.0,3278358.0,3.0,Goldwyn Entertainment
0,The Sum of Us,4.0,985969.0,165824.0,0.0,Goldwyn Entertainment
0,The Madness of King George,4.0,56941242.0,1525600.0,1.0,Goldwyn Entertainment
0,Angels and Insects,4.0,8612540.0,461728.0,0.0,Goldwyn Entertainment
0,Kissed,4.0,479985.0,264445.0,0.0,Goldwyn Entertainment
0,El Crimen de Padre,4.0,17146894.0,13844.0,0.0,Goldwyn Entertainment
0,La Femme Nikita,5.0,12225266.0,1504834.0,1.0,Goldwyn Entertainment
0,The Madness of King George,5.0,59536929.0,382023.0,0.0,Goldwyn Entertainment
0,The Perez Family,5.0,6509928.0,2552017.0,2.0,Goldwyn Entertainment
0,Kissed,5.0,767782.0,150231.0,0.0,Goldwyn Entertainment
0,Rough Magic,5.0,84196.0,84196.0,0.0,Goldwyn Entertainment
0,The Hanging Garden,5.0,2124378.0,760200.0,0.0,Goldwyn Entertainment
0,The King of Masks,5.0,500556.0,112823.0,0.0,Goldwyn Entertainment
0,El Crimen de Padre,5.0,5719000.0,744.0,0.0,Goldwyn Entertainment
0,Much Ado About Nothing,6.0,15516226.0,2977414.0,2.0,Goldwyn Entertainment
0,Rampo,6.0,119951.0,48804.0,0.0,Goldwyn Entertainment
0,The Perez Family,6.0,5252561.0,92539.0,0.0,Goldwyn Entertainment
0,The Madness of King George,6.0,45181791.0,91911.0,0.0,Goldwyn Entertainment
0,Wigstock: The Movie,6.0,723622.0,362636.0,0.0,Goldwyn Entertainment
0,Rough Magic,6.0,135401.0,51205.0,0.0,Goldwyn Entertainment
0,The Hanging Garden,6.0,790653.0,30453.0,0.0,Goldwyn Entertainment
0,The King of Masks,6.0,1732518.0,223633.0,0.0,Goldwyn Entertainment
0,Desert Blue,6.0,186887.0,74134.0,0.0,Goldwyn Entertainment
0,Red Dwarf,6.0,6459.0,6459.0,0.0,Goldwyn Entertainment
0,To Live,1.0,4871398.0,795334.0,0.0,Goldwyn Entertainment
0,The Madness of King George,1.0,2799597.0,1356274.0,1.0,Goldwyn Entertainment
0,Angels and Insects,1.0,67894.0,67894.0,0.0,Goldwyn Entertainment
0,Big Night,1.0,57996757.0,581738.0,0.0,Goldwyn Entertainment
0,Onegin,1.0,135866.0,23633.0,0.0,Goldwyn Entertainment
0,The King of Masks,1.0,1073708.0,8681.0,0.0,Goldwyn Entertainment
0,El Crimen de Padre,1.0,25086878.0,902863.0,0.0,Goldwyn Entertainment
0,The Madness of King George,3.0,54625593.0,6307871.0,6.0,Goldwyn Entertainment
0,The Sum of Us,3.0,776673.0,302522.0,0.0,Goldwyn Entertainment
0,Angels and Insects,3.0,9740305.0,1624913.0,1.0,Goldwyn Entertainment
0,Onegin,3.0,676047.0,35625.0,0.0,Goldwyn Entertainment
0,The King of Masks,3.0,1106935.0,2316.0,0.0,Goldwyn Entertainment
0,El Crimen de Padre,3.0,22725674.0,108613.0,0.0,Goldwyn Entertainment
0,Wigstock: The Movie,7.0,1547430.0,215702.0,0.0,Goldwyn Entertainment
0,The King of Masks,7.0,3040510.0,195869.0,0.0,Goldwyn Entertainment
0,Desert Blue,7.0,441014.0,20880.0,0.0,Goldwyn Entertainment
