,Month,Studio,avg_Monthly_cume_Gross,avg_Monthly_gross
0,1,Shooting Gallery,424552379.278,27998769.488
0,2,Shooting Gallery,424501552.967,27995401.1519
0,4,Focus Features,423933082.813,27957519.3938
0,5,Focus Features,423386566.741,27915314.7358
0,6,Focus Features,422786151.751,27880979.6347
0,7,Focus Features,422149986.909,27843090.3497
0,8,Focus Features,421414630.244,27812648.4908
0,10,Focus Features,420820520.456,27767618.5139
0,11,Focus Features,420292909.645,27731866.6601
0,12,Focus Features,419685321.359,27694938.6609
0,1,Focus Features,419104795.734,27662823.246
0,2,Focus Features,418658589.598,27640920.9294
0,3,Focus Features,418247136.951,27616141.2746
0,9,Focus Features,417671582.795,27598934.2181
0,4,Hombre de Oro,417622546.275,27595759.2713
0,5,Hombre de Oro,417573580.118,27592528.3159
0,5,Giant Screen Films,417347441.834,27576794.4116
0,6,Giant Screen Films,417132082.926,27561147.3382
0,7,Giant Screen Films,416923220.56,27545522.5501
0,8,Giant Screen Films,416759765.378,27533790.8292
0,9,Giant Screen Films,416594675.689,27521110.3913
0,10,Giant Screen Films,416432751.83,27508362.2779
0,11,Giant Screen Films,416271840.162,27495583.6923
0,12,Giant Screen Films,416102785.199,27482783.1364
0,1,Giant Screen Films,415980980.765,27473212.2685
0,2,Giant Screen Films,415806422.33,27460433.1616
0,3,Giant Screen Films,415635426.519,27447678.4632
0,4,Giant Screen Films,415466995.589,27434963.8095
0,7,Yash Raj Films,415129913.925,27413290.5567
0,10,Yash Raj Films,414888270.664,27397465.864
0,11,Yash Raj Films,414551352.628,27376111.061
0,1,Yash Raj Films,414264648.227,27357027.8313
0,6,Yash Raj Films,413928649.606,27335178.2107
0,8,Yash Raj Films,413641340.873,27316988.9781
0,9,Yash Raj Films,413306784.091,27295025.0881
0,12,Yash Raj Films,413023044.863,27276522.8548
0,5,Yash Raj Films,412735842.345,27257927.7422
0,2,Yash Raj Films,412640075.694,27251662.1964
0,3,Yash Raj Films,412592429.046,27248515.8573
0,4,Yash Raj Films,412401114.47,27236178.3192
0,8,Cho Taussig Prods.,412305870.367,27229887.1951
0,9,Cho Taussig Prods.,412258208.91,27226741.6603
0,10,Cho Taussig Prods.,412210533.972,27223584.3376
0,11,Cho Taussig Prods.,412162892.799,27220463.6407
0,12,Cho Taussig Prods.,412115276.23,27217306.5012
0,1,Cho Taussig Prods.,412067768.383,27214153.1523
0,2,Cho Taussig Prods.,412020119.986,27210998.4409
0,3,Cho Taussig Prods.,411972801.377,27207855.4582
0,4,Cho Taussig Prods.,411925445.564,27204706.8803
0,5,Cho Taussig Prods.,411878128.639,27201559.2144
0,6,Cho Taussig Prods.,411830984.623,27198411.6318
0,7,Cho Taussig Prods.,411783748.818,27195260.9226
0,8,Keystone Entertainment,411736154.597,27192181.3979
0,9,Keystone Entertainment,411688499.414,27189046.7268
0,10,Keystone Entertainment,411641024.274,27185926.732
0,11,Keystone Entertainment,411593583.402,27182784.9328
0,8,Films Around the World,411545879.092,27179634.2916
0,9,Films Around the World,411498180.665,27176483.9722
0,2,Films Around the World,411450495.14,27173334.2626
0,10,WellSpring,411121764.0,27151413.9776
0,11,WellSpring,410791788.001,27129468.6137
0,12,WellSpring,410508682.362,27110714.2831
0,1,WellSpring,410225591.386,27092007.5404
0,2,WellSpring,409943095.359,27073402.5129
0,3,WellSpring,409661327.421,27054744.0808
0,4,WellSpring,409427129.323,27039248.1103
0,5,WellSpring,409240698.55,27026931.2981
0,6,WellSpring,409007217.966,27011483.3184
0,7,WellSpring,408774399.089,26996108.5079
0,8,WellSpring,408542331.741,26980693.0131
0,9,WellSpring,408264025.963,26962223.123
0,12,Avatar,408076453.826,26949847.3931
0,2,Avatar,407889578.32,26937513.7601
0,3,Avatar,407703006.168,26925184.5527
0,4,Avatar,407516333.303,26912846.9012
0,5,Avatar,407423103.71,26906683.4073
0,6,Avatar,407283252.285,26897436.7895
0,7,Avatar,407143390.732,26888186.2417
0,8,Avatar,407003693.887,26878942.4447
0,9,Avatar,406863974.847,26869703.9349
0,10,Avatar,406724660.29,26860469.9449
0,11,Avatar,406585182.472,26851242.1759
0,1,Avatar,406445779.504,26842090.1962
0,1,Purple Rose Films,406399296.626,26839060.1211
0,2,Purple Rose Films,406352870.111,26836033.9594
0,3,Purple Rose Films,406306579.52,26832981.8811
0,5,Purple Rose Films,406260592.183,26829911.6104
0,10,Purple Rose Films,406214367.14,26826845.2388
0,11,Purple Rose Films,406168935.353,26823778.7528
0,1,IDP Distribution,405984075.383,26811553.4652
0,2,IDP Distribution,405891519.012,26805465.5465
0,3,IDP Distribution,405799238.783,26799385.1976
0,4,IDP Distribution,405707096.529,26793286.1627
0,5,IDP Distribution,405616356.928,26787810.1749
0,6,IDP Distribution,405527967.787,26782198.5214
0,7,IDP Distribution,405441546.937,26776242.2977
0,8,IDP Distribution,405354837.736,26770510.7922
0,9,IDP Distribution,405270302.875,26764898.4045
0,10,IDP Distribution,405181853.837,26758980.721
0,11,IDP Distribution,405094164.46,26752971.9718
0,12,IDP Distribution,405003709.367,26746885.5135
0,2,Attitude Films,404957520.905,26743836.0698
0,2,Cloud Ten Pictures,404912878.861,26741223.3069
0,3,Cloud Ten Pictures,404868122.987,26738214.6713
0,4,Cloud Ten Pictures,404822444.412,26735166.5221
0,3,8X Entertainment,404776937.728,26732317.5363
0,9,8X Entertainment,404731354.805,26729618.3808
0,10,8X Entertainment,404687495.491,26726875.3431
0,11,8X Entertainment,404643419.867,26723867.4779
0,3,Really Big Film Corp.,404552040.574,26717790.4322
0,6,Really Big Film Corp.,404460276.942,26711716.1906
0,7,Really Big Film Corp.,404368942.309,26705654.0461
0,8,Really Big Film Corp.,404323223.866,26702625.0227
0,9,Really Big Film Corp.,404277539.459,26699588.5187
0,12,Really Big Film Corp.,404231705.646,26696561.9843
0,1,Really Big Film Corp.,404185884.019,26693524.856
0,4,Really Big Film Corp.,404140282.028,26690489.3073
0,5,Really Big Film Corp.,404094893.093,26687452.6069
0,3,Newmarket Films,403956455.421,26679545.7918
0,4,Newmarket Films,403819711.749,26661634.2575
0,5,Newmarket Films,403737250.11,26644716.3646
0,6,Newmarket Films,403643845.391,26627660.645
0,7,Newmarket Films,403643198.768,26616814.1388
0,8,Newmarket Films,403391936.948,26599708.1383
0,9,Newmarket Films,403184826.822,26585127.1771
0,10,Newmarket Films,402889612.642,26564308.6935
0,11,Newmarket Films,402673599.101,26549707.9545
0,12,Newmarket Films,402493972.806,26537903.0573
0,1,Newmarket Films,402182860.782,26518700.1868
0,2,Newmarket Films,401903036.025,26517809.2388
0,3,WGBH Giant-Screen F…,401777078.508,26509072.1276
0,5,WGBH Giant-Screen F…,401650436.154,26500186.6688
0,6,WGBH Giant-Screen F…,401561796.085,26494246.7713
0,7,WGBH Giant-Screen F…,401476576.637,26488347.117
0,8,WGBH Giant-Screen F…,401352903.852,26479454.6477
0,9,WGBH Giant-Screen F…,401228896.022,26470559.8135
0,10,WGBH Giant-Screen F…,401184681.797,26467615.5071
0,11,WGBH Giant-Screen F…,401058869.055,26458802.9783
0,12,WGBH Giant-Screen F…,400973092.505,26452955.8337
0,1,WGBH Giant-Screen F…,400888321.612,26447024.4179
0,2,WGBH Giant-Screen F…,400806244.681,26441205.6913
0,4,WGBH Giant-Screen F…,400723816.826,26435309.8737
0,3,Power Point Films,400678797.083,26432360.5616
0,4,Power Point Films,400633824.898,26429405.073
0,5,Power Point Films,400589137.517,26426502.1007
0,6,Power Point Films,400544914.031,26423598.5981
0,7,Power Point Films,400500716.219,26420656.4068
0,8,Power Point Films,400456806.007,26417693.0063
0,9,Power Point Films,400412696.977,26414730.2309
0,10,Power Point Films,400368658.97,26411776.9428
0,11,Power Point Films,400324931.137,26408818.2961
0,12,Power Point Films,400280980.241,26405853.5253
0,1,Power Point Films,400237046.242,26402888.1484
0,2,Power Point Films,400193128.658,26399923.2835
0,5,Jour de Fete,400103270.218,26394005.0581
0,7,Jour de Fete,400013907.052,26388102.8702
0,4,Jour de Fete,399968998.899,26385146.8629
0,6,Jour de Fete,399879485.661,26379242.2302
0,8,Jour de Fete,399790381.268,26373347.8026
0,11,Jour de Fete,399701416.297,26367435.9294
0,12,Jour de Fete,399612514.136,26361527.1512
0,9,Jour de Fete,399568527.824,26358592.7006
0,10,Jour de Fete,399524440.164,26355645.769
0,6,Seville,399479830.21,26352775.166
0,7,Seville,399435309.082,26349838.2014
0,6,Set Pictures,399345955.89,26344020.6296
0,5,Set Pictures,399301209.559,26341074.3947
0,7,Tips Exports,399256527.246,26338194.3835
0,8,IFC Films,398558300.547,26296704.7552
0,9,IFC Films,397885884.153,26254993.0065
0,10,IFC Films,397233996.325,26210526.4634
0,11,IFC Films,396655454.042,26167899.5291
0,12,IFC Films,396060798.578,26123374.3336
0,1,IFC Films,395507332.588,26079183.3014
0,2,IFC Films,394904267.479,26034268.3845
0,3,IFC Films,394302155.271,25989652.4224
0,4,IFC Films,393651872.399,25946016.9895
0,5,IFC Films,392983838.939,25903487.7968
0,6,IFC Films,392320911.134,25860977.9185
0,7,IFC Films,391670555.544,25820136.5738
0,8,Screen Media Films,391414639.187,25804013.83
0,9,Screen Media Films,391245858.003,25792792.2865
0,10,Screen Media Films,391032620.718,25779235.7597
0,11,Screen Media Films,390862573.739,25767983.4882
0,5,Screen Media Films,390564145.874,25748338.7571
0,6,Screen Media Films,390351286.978,25734292.8847
0,7,Screen Media Films,390096090.722,25717443.6982
0,3,Screen Media Films,389925822.124,25706226.4529
0,4,Screen Media Films,389670856.307,25689497.1452
0,12,Screen Media Films,389585925.388,25683907.16
0,2,Screen Media Films,389501092.308,25678318.7174
0,1,Screen Media Films,389458767.848,25675524.2892
0,8,Menemsha Entertainment,389289913.125,25664342.6251
0,10,Menemsha Entertainment,389163030.942,25655968.8981
0,11,Menemsha Entertainment,389078839.694,25650385.2313
0,1,Menemsha Entertainment,388951873.395,25642019.8305
0,2,Menemsha Entertainment,388783230.977,25630901.3516
0,3,Menemsha Entertainment,388657156.462,25622560.4742
0,4,Menemsha Entertainment,388531219.981,25614228.5073
0,6,Menemsha Entertainment,388405228.267,25605888.0126
0,7,Menemsha Entertainment,388321528.361,25600329.6811
0,9,Menemsha Entertainment,388237171.713,25594765.453
0,5,Menemsha Entertainment,388153336.17,25589249.6702
0,9,Vitagraph Films,387774396.991,25564317.0074
0,11,Vitagraph Films,387480499.325,25544930.6596
0,12,Vitagraph Films,387312970.222,25533868.0259
0,5,Vitagraph Films,387145157.489,25522822.3789
0,7,Vitagraph Films,386893720.896,25506257.494
0,8,Vitagraph Films,386600734.896,25486956.4702
0,10,Vitagraph Films,386266885.673,25464958.7986
0,6,Vitagraph Films,386141687.079,25456728.4533
0,1,Vitagraph Films,386058204.147,25451229.057
0,2,Vitagraph Films,385933074.607,25442997.1946
0,3,Vitagraph Films,385808163.077,25434784.8956
0,4,Vitagraph Films,385641775.871,25423816.6581
0,9,Access Motion Pictu…,385600149.157,25421086.1707
0,10,Access Motion Pictu…,385558615.426,25418365.3891
0,11,Access Motion Pictu…,385517246.069,25415639.0371
0,12,Access Motion Pictu…,385475813.838,25412903.5453
0,11,TLA Releasing,385226529.7,25396481.7592
0,12,TLA Releasing,385019054.663,25382804.1406
0,1,TLA Releasing,384853208.553,25371875.0265
0,2,TLA Releasing,384687680.175,25360973.3327
0,3,TLA Releasing,384480926.56,25347355.9209
0,4,TLA Releasing,384274736.224,25333781.0547
0,5,TLA Releasing,384068847.897,25320179.3844
0,6,TLA Releasing,383863235.462,25306588.7592
0,7,TLA Releasing,383657460.476,25293006.2035
0,8,TLA Releasing,383451863.014,25279467.465
0,10,TLA Releasing,383205039.383,25263196.7667
0,9,TLA Releasing,383040980.906,25252397.7618
0,11,Pathe Contemporary …,382999901.179,25249690.8983
0,12,Pathe Contemporary …,382958834.205,25246984.4272
0,1,Pathe Contemporary …,382917773.996,25244277.8966
0,2,Pathe Contemporary …,382876726.504,25241571.6912
0,3,Pathe Contemporary …,382835695.145,25238868.7888
0,4,Pathe Contemporary …,382794679.711,25236163.9841
0,6,Pathe Contemporary …,382753667.694,25233459.9772
0,7,Pathe Contemporary …,382712656.887,25230756.2061
0,8,Pathe Contemporary …,382671655.069,25228052.7243
0,9,Pathe Contemporary …,382630662.268,25225349.8525
0,1,Outrider Pictures,382589674.605,25222652.881
0,2,Outrider Pictures,382548761.607,25219966.8077
0,3,Outrider Pictures,382507906.782,25217271.0879
0,4,Outrider Pictures,382467002.829,25214572.4745
0,5,Outrider Pictures,382426427.299,25212180.4978
0,6,Outrider Pictures,382385577.323,25209490.2145
0,7,Outrider Pictures,382344650.459,25206791.8285
0,8,Outrider Pictures,382303781.676,25204097.589
0,9,Outrider Pictures,382222010.957,25198707.7497
0,10,Outrider Pictures,382181124.042,25196011.9347
0,2,Halestorm Entertain…,382058637.487,25187984.9982
0,3,Halestorm Entertain…,381936465.686,25179951.7278
0,4,Halestorm Entertain…,381814582.566,25171914.9472
0,5,Halestorm Entertain…,381692865.586,25163865.6661
0,6,Halestorm Entertain…,381571246.008,25155807.9135
0,7,Halestorm Entertain…,381490571.215,25150447.2642
0,8,Halestorm Entertain…,381409794.053,25145093.6911
0,9,Halestorm Entertain…,381288669.661,25137097.5054
0,10,Halestorm Entertain…,381167353.7,25129061.5576
0,11,Halestorm Entertain…,381086301.65,25123705.51
0,1,Halestorm Entertain…,381045690.359,25121041.6555
0,12,Halestorm Entertain…,381005080.035,25118361.939
0,2,Myriad Entertainmen…,380964515.563,25115685.0582
0,3,Myriad Entertainmen…,380923977.189,25113009.8402
0,4,Myriad Entertainmen…,380883425.697,25110334.0085
0,5,Myriad Entertainmen…,380842930.498,25107658.9404
0,6,Myriad Entertainmen…,380802366.196,25104982.341
0,7,Myriad Entertainmen…,380761912.63,25102308.1222
0,8,Myriad Entertainmen…,380721474.441,25099634.2031
0,9,Myriad Entertainmen…,380681001.739,25096959.8943
0,11,Myriad Entertainmen…,380640549.347,25094285.8367
0,1,Myriad Entertainmen…,380599982.74,25091611.8295
0,3,Testimony Pictures,380559428.927,25088940.7285
0,10,Testimony Pictures,380518885.91,25086268.0754
0,5,Christal Films,380478415.845,25083613.4203
0,11,Christal Films,380397501.807,25078340.7947
0,12,Christal Films,380357445.122,25075786.6024
0,1,Christal Films,380317556.707,25073168.6596
0,3,Christal Films,380277159.191,25070520.1522
0,4,Christal Films,380236782.321,25067862.8483
0,5,Magnolia Pictures,379605700.732,25026330.2893
0,6,Magnolia Pictures,378978819.262,24985179.7199
0,7,Magnolia Pictures,378355790.23,24944833.079
0,8,Magnolia Pictures,377736799.265,24904191.3872
0,9,Magnolia Pictures,377118039.494,24863005.4015
0,10,Magnolia Pictures,376502705.244,24822454.1375
0,11,Magnolia Pictures,375962317.209,24786620.4157
0,2,Magnolia Pictures,375417719.563,24751626.1527
0,3,Magnolia Pictures,374878226.355,24716494.1171
0,4,Magnolia Pictures,374342509.211,24681239.6555
0,12,Magnolia Pictures,373840407.371,24648085.7804
0,1,Magnolia Pictures,373377509.63,24617394.0718
0,6,ThinkFilm,373109096.193,24599932.1543
0,7,ThinkFilm,372843081.258,24582729.9298
0,8,ThinkFilm,372580394.098,24565684.3168
0,9,ThinkFilm,372319426.837,24548526.717
0,10,ThinkFilm,372059725.839,24531309.2245
0,11,ThinkFilm,371800952.821,24514262.4812
0,12,ThinkFilm,371541219.664,24496732.5498
0,2,ThinkFilm,371316001.436,24481677.6624
0,3,ThinkFilm,371050122.861,24464212.6655
0,4,ThinkFilm,370784433.489,24446717.3397
0,5,ThinkFilm,370557473.333,24432070.6845
0,1,ThinkFilm,370334700.687,24417053.3161
0,9,Magic Lamp,370296340.41,24414525.7216
0,11,Magic Lamp,370257977.646,24411998.2059
0,12,Magic Lamp,370219623.105,24409469.5253
0,1,Magic Lamp,370181279.598,24406946.4197
0,10,Rat Entertainment,370143110.696,24404590.4992
0,11,Rat Entertainment,370105664.742,24402206.1852
0,11,Five Sisters Produc…,370029175.518,24397154.504
0,1,Five Sisters Produc…,369990916.816,24394641.1769
0,2,Five Sisters Produc…,369952714.702,24392123.9661
0,3,Five Sisters Produc…,369914550.367,24389603.6499
0,4,Five Sisters Produc…,369876422.345,24387087.0131
0,5,Five Sisters Produc…,369838308.105,24384563.822
0,6,Five Sisters Produc…,369762050.113,24379521.4883
0,7,Five Sisters Produc…,369685645.749,24374478.1497
0,8,Five Sisters Produc…,369647494.565,24371957.1595
0,9,Five Sisters Produc…,369571270.489,24366917.8982
0,10,Five Sisters Produc…,369533286.181,24364399.979
0,12,Five Sisters Produc…,369495126.877,24361881.108
0,11,Panorama Entertainment,369380871.245,24354333.7212
0,1,Panorama Entertainment,369305093.93,24349305.1566
0,2,Panorama Entertainment,369229341.509,24344278.308
0,3,Panorama Entertainment,369191352.71,24341765.7024
0,4,Panorama Entertainment,369153436.176,24339255.7285
0,5,Panorama Entertainment,369077375.448,24334234.9058
0,8,Panorama Entertainment,369039571.222,24331726.1386
0,9,Panorama Entertainment,369001790.863,24329218.8223
0,12,Panorama Entertainment,368964094.846,24326712.0424
0,6,Panorama Entertainment,368926029.107,24324202.3933
0,11,Five & Two Pictures,368698317.831,24309155.854
0,2,Five & Two Pictures,368546847.58,24299160.7621
0,3,Five & Two Pictures,368395994.19,24289167.2071
0,4,Five & Two Pictures,368171494.303,24274365.5019
0,5,Five & Two Pictures,367983257.509,24261888.5714
0,6,Five & Two Pictures,367795655.534,24249413.5828
0,7,Five & Two Pictures,367682905.798,24241934.3536
0,8,Five & Two Pictures,367494685.466,24229500.3238
0,9,Five & Two Pictures,367306710.888,24217101.2571
0,10,Five & Two Pictures,367156522.464,24207203.6732
0,12,Five & Two Pictures,367081405.1,24202232.3976
0,1,Five & Two Pictures,367006229.914,24197266.9668
0,12,Media Partners,366968697.738,24194872.5648
0,1,Media Partners,366931330.234,24192405.2311
0,1,Odeon Films,366858454.057,24187541.1391
0,2,Odeon Films,366785985.417,24182617.2789
0,4,Odeon Films,366675614.044,24175194.4561
0,8,Odeon Films,366640477.92,24172902.4787
0,9,Odeon Films,366606035.857,24170608.6393
0,11,Odeon Films,366571153.65,24168142.2946
0,12,Odeon Films,366535473.743,24165667.0329
0,3,Odeon Films,366498776.859,24163191.2337
0,5,Odeon Films,366425525.376,24158250.1456
0,6,Odeon Films,366390836.266,24156694.7498
0,1,Halestone,366353299.305,24154237.1391
0,2,Halestone,366278385.982,24149321.7643
0,3,Halestone,366203713.075,24144436.4784
0,4,Halestone,366129221.814,24139517.4032
0,5,Halestone,366054412.512,24134575.6585
0,6,Halestone,365979646.257,24129634.2562
0,7,Halestone,365942385.227,24127165.4669
0,8,Halestone,365905244.867,24124696.9314
0,9,Halestone,365868242.609,24122232.8216
0,2,Gold Circle Films,365830838.282,24119807.6159
0,3,Gold Circle Films,365793568.564,24117352.9982
0,5,Small Planet,365718715.632,24112418.8926
0,6,Small Planet,365643916.923,24107489.4781
0,8,Small Planet,365606539.263,24105024.9107
0,4,Small Planet,365569146.45,24102560.5025
0,7,Small Planet,365531768.285,24100096.0454
0,8,Manhattan Pictures …,365494934.087,24097865.4519
0,9,Manhattan Pictures …,365458867.939,24095517.8985
0,10,Manhattan Pictures …,365422957.949,24093076.2654
0,11,Manhattan Pictures …,365387096.062,24090623.4313
0,12,Manhattan Pictures …,365351261.65,24088162.1748
0,8,CAVU Releasing,365276721.571,24083257.1352
0,9,CAVU Releasing,365164950.736,24075884.4783
0,11,CAVU Releasing,365090528.469,24070970.4567
0,12,CAVU Releasing,364978869.487,24063599.9099
0,1,CAVU Releasing,364941788.041,24061143.7432
0,6,CAVU Releasing,364904539.451,24058693.0489
0,7,CAVU Releasing,364867305.918,24056238.7138
0,5,CAVU Releasing,364830063.468,24053783.5528
0,8,ADV Films,364792842.316,24051334.2057
0,9,ADV Films,364755639.704,24048880.8544
0,10,ADV Films,364718426.821,24046427.2299
0,8,ContentFilm,364681217.21,24043976.5214
0,9,ContentFilm,364644156.376,24041567.4718
0,11,ContentFilm,364607168.698,24039119.0988
0,12,ContentFilm,364570273.487,24036670.9612
0,1,ContentFilm,364533315.924,24034220.0369
0,2,ContentFilm,364496217.166,24031769.1054
0,8,Innovation Film Group,364459071.377,24029339.7888
0,11,Innovation Film Group,364385020.53,24024448.9553
0,12,Innovation Film Group,364348263.682,24022022.3698
0,1,Innovation Film Group,364311376.946,24019625.2472
0,5,Innovation Film Group,364274256.828,24017178.5328
0,10,Innovation Film Group,364237194.976,24014771.7859
0,4,Innovation Film Group,364200184.784,24012366.0817
0,9,Mac Releasing,364163091.443,24009932.7323
0,9,DreamWorks/Go Fish,364089014.852,24005106.504
0,10,DreamWorks/Go Fish,364052269.838,24002691.787
0,9,RS Entertainment,364015323.188,24000376.9306
0,10,RS Entertainment,363979614.21,23998097.5181
0,11,RS Entertainment,363944835.473,23995735.0292
0,12,RS Entertainment,363908370.012,23993293.53
0,11,Spit and Glue,363871324.464,23990851.9803
0,4,Spit and Glue,363834294.232,23988410.0029
0,5,Spit and Glue,363797272.628,23985968.9132
0,6,Spit and Glue,363760252.167,23983527.9019
0,11,SK Films,363597628.858,23971405.8088
0,12,SK Films,363462721.282,23961672.658
0,1,SK Films,363332861.835,23951982.1097
0,2,SK Films,363235853.674,23944718.9306
0,3,SK Films,363140972.254,23937480.8907
0,4,SK Films,363044941.656,23930294.4756
0,5,SK Films,362948772.278,23923123.0975
0,6,SK Films,362816157.146,23913538.3928
0,7,SK Films,362689414.911,23904242.4116
0,8,SK Films,362595078.11,23897102.0321
0,9,SK Films,362537378.274,23892275.8537
0,10,SK Films,362443274.337,23885130.2855
0,11,The Animation Show/…,362406622.43,23882712.6192
0,12,The Animation Show/…,362369927.834,23880293.5511
0,1,The Animation Show/…,362333309.212,23877875.8978
0,12,Film Movement,362150017.387,23865814.7844
0,1,Film Movement,361893774.249,23848968.8556
0,2,Film Movement,361601348.98,23829697.4918
0,11,Film Movement,361309241.685,23810452.5071
0,3,Film Movement,360981311.215,23788849.906
0,9,Film Movement,360690418.444,23769681.6505
0,5,Film Movement,360436177.24,23752939.3549
0,6,Film Movement,360218600.205,23738612.0457
0,7,Film Movement,359928869.177,23719537.7597
0,8,Film Movement,359675780.127,23702859.3227
0,10,Film Movement,359423007.997,23686202.1406
0,4,Film Movement,359242728.258,23674329.6319
0,1,Lantern Lane Entert…,359170608.507,23669578.7964
0,5,Lantern Lane Entert…,359134568.682,23667210.4766
0,6,Lantern Lane Entert…,359098525.01,23664834.2202
0,7,Lantern Lane Entert…,359062472.411,23662459.7026
0,10,Lantern Lane Entert…,359026451.076,23660086.8683
0,11,Lantern Lane Entert…,358990454.079,23657712.8722
0,12,Lantern Lane Entert…,358954451.425,23655338.9643
0,1,Cinema Four,358918426.894,23652965.4889
0,2,Pak Films,358882417.12,23650595.7445
0,3,Pak Films,358846428.918,23648225.0727
0,4,Pak Films,358810466.296,23645856.1619
0,5,Pak Films,358774494.805,23643484.7802
0,6,Pak Films,358738544.876,23641113.6777
0,2,Unico Entertainment,358702571.614,23638750.9906
0,6,Unico Entertainment,358666615.734,23636387.6179
0,7,Unico Entertainment,358630678.282,23634020.9368
0,9,Unico Entertainment,358558834.322,23629286.8814
0,10,Unico Entertainment,358487012.423,23624551.4051
0,11,Unico Entertainment,358451113.907,23622183.9284
0,12,Unico Entertainment,358415249.523,23619817.143
0,2,Shakey Pictures,358379333.97,23617451.5879
0,3,Shakey Pictures,358343452.869,23615093.942
0,4,Shakey Pictures,358307600.376,23612733.8689
0,5,Shakey Pictures,358271776.107,23610373.359
0,2,Off-Hollywood Distr…,358235889.118,23608008.711
0,3,Emerging Pictures,358164254.111,23603293.8548
0,4,Emerging Pictures,358056832.082,23596221.4689
0,5,Emerging Pictures,357913740.383,23586786.8832
0,6,Emerging Pictures,357770715.239,23577355.2867
0,7,Emerging Pictures,357663472.543,23570305.0283
0,8,Emerging Pictures,357556306.076,23563239.9418
0,9,Emerging Pictures,357377821.476,23551493.0285
0,12,Emerging Pictures,357270771.1,23544441.9939
0,1,Emerging Pictures,357199450.648,23539746.5803
0,10,Emerging Pictures,357056897.213,23530353.6773
0,11,Emerging Pictures,356985676.358,23525657.665
0,2,Emerging Pictures,356950134.336,23523328.8118
0,4,Wolfe Releasing,356914511.236,23520981.8401
0,5,Wolfe Releasing,356878900.055,23518636.0508
0,6,Wolfe Releasing,356843294.327,23516289.9299
0,7,Wolfe Releasing,356807700.168,23513944.0373
0,11,Wolfe Releasing,356736537.481,23509260.6508
0,12,Wolfe Releasing,356700964.489,23506917.2123
0,1,Wolfe Releasing,356665416.064,23504575.5292
0,2,Wolfe Releasing,356629864.826,23502232.3397
0,4,Slamdance on the Road,356594306.359,23499890.3079
0,4,ISA Releasing,356558761.73,23497547.612
0,5,ISA Releasing,356523220.336,23495205.3065
0,6,ISA Releasing,356487686.152,23492863.4053
0,4,Film Foundry,356418125.976,23488364.0247
0,5,Film Foundry,356349149.88,23483789.4634
0,6,Film Foundry,356314450.705,23481451.698
0,3,Film Foundry,356280036.072,23479432.0072
0,4,Slugger Films,356244554.894,23477101.6015
0,5,Slugger Films,356209174.245,23474783.9011
0,6,Slugger Films,356173728.036,23472446.1987
0,5,Televisa Cine,356138715.048,23470319.8362
0,6,Televisa Cine,356104427.191,23468082.6353
0,7,Televisa Cine,356070258.341,23465758.1539
0,8,Televisa Cine,356000687.542,23461111.5113
0,9,Televisa Cine,355931321.233,23456497.3329
0,10,Televisa Cine,355897936.024,23454186.4451
0,11,Televisa Cine,355863768.137,23451855.7823
0,12,Televisa Cine,355829194.236,23449522.7577
0,5,Cinema Service,355793825.071,23447192.7772
0,5,Net Effect,355758486.185,23444890.361
0,6,Net Effect,355723134.353,23442561.4643
0,7,Net Effect,355687771.639,23440239.317
0,5,Captured Light,355652519.961,23437931.1807
0,6,Captured Light,355617516.447,23435640.165
0,7,Captured Light,355582840.932,23433364.0898
0,8,Captured Light,355548347.285,23431135.0989
0,9,Captured Light,355514496.695,23429000.8083
0,10,Captured Light,355482288.345,23426950.9663
0,11,Captured Light,355450358.951,23424800.6479
0,12,Captured Light,355419930.076,23422570.1242
0,1,Captured Light,355388771.033,23420289.1159
0,2,Captured Light,355357750.534,23417989.1286
0,3,Captured Light,355326789.001,23415668.4233
0,4,Captured Light,355293666.484,23413342.9628
0,5,Norador Productions,355258381.172,23411020.1488
0,6,Norador Productions,355223124.507,23408700.0603
0,7,Norador Productions,355187857.253,23406375.9176
0,5,Jujitsu Films,355152592.674,23404052.6109
0,6,Jujitsu Films,355117335.258,23401729.0961
0,5,Koch Lorber Films,354976447.547,23392445.8119
0,6,Koch Lorber Films,354800591.856,23380857.6259
0,7,Koch Lorber Films,354659993.064,23371603.9639
0,9,Koch Lorber Films,354554862.139,23364671.6193
0,3,Koch Lorber Films,354414497.458,23355425.8981
0,4,Koch Lorber Films,354274246.73,23346187.9152
0,11,Koch Lorber Films,354134335.002,23336952.9303
0,12,Koch Lorber Films,354064288.836,23332336.9154
0,1,Koch Lorber Films,353924198.295,23323109.8488
0,2,Koch Lorber Films,353819221.08,23316194.5437
0,8,Koch Lorber Films,353714425.721,23309302.332
0,10,Koch Lorber Films,353644772.889,23304702.2046
0,6,First Independent/D…,353609816.92,23302402.2995
0,7,First Independent/D…,353539952.906,23297805.765
0,9,First Independent/D…,353505064.492,23295505.228
0,11,First Independent/D…,353470163.387,23293203.1903
0,2,First Independent/D…,353435340.121,23290901.9993
0,3,First Independent/D…,353400428.422,23288605.0156
0,4,First Independent/D…,353330636.417,23284006.9192
0,5,First Independent/D…,353260856.523,23279408.578
0,8,First Independent/D…,353225982.235,23277109.8728
0,6,Arenas Entertainment,353191103.22,23274811.9649
0,8,Arenas Entertainment,353156388.474,23272613.8502
