,Month,Studio,avg_Monthly_cume_Gross,avg_Monthly_gross
0,4,Reel Source,321678725.43,21224552.5651
0,5,Reel Source,321621543.529,21220780.0266
0,6,Reel Source,321592960.611,21218894.9917
0,4,The 7th Floor,321564380.721,21217009.8885
0,4,Weinstein/Dimension,321512320.052,21223822.4753
0,5,Weinstein/Dimension,321479677.393,21219151.2834
0,6,Weinstein/Dimension,321454112.805,21213732.8802
0,7,Weinstein/Dimension,321457766.271,21211880.4967
0,8,Weinstein/Dimension,321328956.576,21210356.8675
0,9,Weinstein/Dimension,321232666.952,21203787.144
0,10,Weinstein/Dimension,321132690.32,21194562.5345
0,11,Weinstein/Dimension,321074218.97,21188958.737
0,1,Weinstein/Dimension,321050384.069,21188409.6593
0,2,Weinstein/Dimension,321027305.594,21186550.7531
0,3,Weinstein/Dimension,321002911.057,21184679.619
0,12,Weinstein/Dimension,320977878.053,21182803.1614
0,4,Women Make Movies,320949437.947,21180926.8031
0,5,Women Make Movies,320921004.221,21179050.3431
0,7,Women Make Movies,320892574.373,21177174.0603
0,4,Fabrication Films,320864148.444,21175298.3217
0,8,Fabrication Films,320835770.669,21173442.777
0,9,Fabrication Films,320807495.759,21171579.5016
0,10,Fabrication Films,320779183.081,21169705.5905
0,11,Fabrication Films,320750809.032,21167830.931
0,4,Ram Entertainment,320722419.331,21165965.1653
0,5,Ram Entertainment,320694050.669,21164098.4818
0,6,Ram Entertainment,320665857.117,21162232.1948
0,7,Ram Entertainment,320637833.772,21160369.6694
0,8,Ram Entertainment,320609855.299,21158505.3282
0,9,Ram Entertainment,320581904.939,21156636.0106
0,5,ABS-CBN,320553542.311,21154768.8581
0,8,ABS-CBN,320525226.625,21152923.3435
0,5,Pasidg Productions,320496866.508,21151052.3029
0,8,Pasidg Productions,320468515.654,21149181.4194
0,9,Pasidg Productions,320440170.387,21147310.6227
0,3,Pasidg Productions,320411825.99,21145441.5694
0,5,Andes Film Company,320383483.963,21143571.5799
0,5,Truly Indie,320214019.01,21132424.201
0,6,Truly Indie,320101357.852,21124985.0992
0,7,Truly Indie,320017269.06,21119407.1116
0,8,Truly Indie,319932947.782,21113815.9059
0,9,Truly Indie,319876452.296,21110091.6063
0,10,Truly Indie,319763514.707,21102646.6142
0,11,Truly Indie,319735311.358,21100788.2316
0,12,Truly Indie,319678897.73,21097065.0684
0,4,Truly Indie,319538058.516,21087815.9759
0,3,Truly Indie,319453534.659,21082250.4081
0,5,HP Releasing,319425362.187,21080391.6578
0,6,HP Releasing,319397196.255,21078533.475
0,6,JeTi Films,319369033.303,21076674.89
0,6,Cinema Tropical,319340876.96,21074817.0617
0,6,AdLab Films,319312924.905,21073085.2363
0,8,AdLab Films,319284781.613,21071232.48
0,10,AdLab Films,319256717.287,21069424.5265
0,11,AdLab Films,319228679.06,21067618.2137
0,1,AdLab Films,319173670.797,21064138.0575
0,2,AdLab Films,319118067.071,21060458.9688
0,12,AdLab Films,319090175.891,21058771.3772
0,7,Quixotic Media,319062069.193,21056918.3264
0,7,Senart/Scranton-Lacy,319034015.396,21055070.7653
0,8,Senart/Scranton-Lacy,319005967.556,21053219.9972
0,9,Senart/Scranton-Lacy,318977974.233,21051368.9283
0,10,Senart/Scranton-Lacy,318949951.584,21049516.3548
0,2,Senart/Scranton-Lacy,318921890.267,21047685.5951
0,3,Senart/Scranton-Lacy,318893957.818,21045850.5891
0,4,Senart/Scranton-Lacy,318865969.031,21044000.0104
0,7,Railroad Square,318809939.62,21040333.9678
0,8,Railroad Square,318754094.109,21036657.2508
0,9,Railroad Square,318698414.157,21032971.3015
0,10,Railroad Square,318642730.765,21029276.7692
0,11,Railroad Square,318587043.5,21025578.1582
0,12,Railroad Square,318503099.099,21020031.7992
0,2,Railroad Square,318475108.026,21018184.4828
0,3,Railroad Square,318447112.954,21016336.7355
0,4,Railroad Square,318419123.245,21014489.2143
0,5,Railroad Square,318391157.817,21012642.9886
0,6,Railroad Square,318363186.278,21010796.5196
0,7,Cyan,318335241.817,21008965.2406
0,8,Cyan,318307367.1,21007134.2368
0,9,Cyan,318279573.165,21005294.746
0,10,Cyan,318251644.083,21003449.3649
0,8,Self Distributed,318139843.489,20996074.1335
0,5,Self Distributed,318084011.466,20992402.867
0,9,Self Distributed,317944488.332,20983215.4637
0,10,Self Distributed,317805212.608,20974034.6296
0,11,Self Distributed,317749502.551,20970355.7073
0,12,Self Distributed,317665938.719,20964840.3861
0,2,Self Distributed,317638121.549,20963003.3054
0,3,Self Distributed,317582443.671,20959328.1674
0,7,Self Distributed,317498930.962,20953817.5648
0,1,Self Distributed,317415493.848,20948320.9836
0,4,Self Distributed,317360109.816,20944711.2408
0,6,Self Distributed,317304507.131,20941041.8839
0,8,Plymptoons,317276712.622,20939207.6389
0,10,Plymptoons,317248923.121,20937373.8351
0,11,Plymptoons,317221138.606,20935540.2388
0,4,Plymptoons,317193361.453,20933707.9599
0,5,Plymptoons,317165587.523,20931875.0897
0,8,Yari Film Group Rel…,317110992.546,20928836.7565
0,9,Yari Film Group Rel…,317066674.297,20927658.4735
0,10,Yari Film Group Rel…,317024364.421,20924631.4625
0,11,Yari Film Group Rel…,316982998.992,20921065.0082
0,12,Yari Film Group Rel…,316946192.997,20917924.1608
0,1,Yari Film Group Rel…,316906710.019,20914288.7015
0,2,Yari Film Group Rel…,316858762.649,20910635.2661
0,3,Yari Film Group Rel…,316831074.723,20908813.3972
0,4,Yari Film Group Rel…,316776046.072,20905484.7148
0,5,Yari Film Group Rel…,316722562.06,20901989.2274
0,6,Yari Film Group Rel…,316668550.556,20898351.4336
0,7,Yari Film Group Rel…,316641267.878,20896525.3109
0,8,HB Filmworks,316613596.969,20894699.362
0,9,Film Philos,316585935.643,20892876.7395
0,9,Hannover House,316503147.386,20887408.9183
0,10,Hannover House,316420305.724,20881938.2787
0,11,Hannover House,316365172.274,20878335.9835
0,5,Hannover House,316337554.019,20876515.6467
0,6,Hannover House,316282345.85,20872880.5331
0,7,Hannover House,316227248.529,20869255.3067
0,8,Hannover House,316172207.028,20865635.0451
0,12,Hannover House,316117034.562,20861995.0062
0,1,Hannover House,316089456.102,20860175.1672
0,2,Hannover House,316061882.65,20858355.5802
0,9,Rocky Mountain Pict…,316018394.744,20855841.9122
0,10,Rocky Mountain Pict…,315886158.556,20847811.9904
0,11,Rocky Mountain Pict…,315808225.959,20842602.0287
0,12,Rocky Mountain Pict…,315781871.16,20840790.615
0,4,Rocky Mountain Pict…,315646117.09,20832606.2913
0,5,Rocky Mountain Pict…,315566377.796,20827356.4177
0,6,Rocky Mountain Pict…,315511442.443,20823737.8498
0,7,Rocky Mountain Pict…,315401714.735,20816553.2819
0,1,Rocky Mountain Pict…,315319379.318,20811123.131
0,3,Rocky Mountain Pict…,315264544.069,20807527.1095
0,2,Rocky Mountain Pict…,315237123.416,20805719.2938
0,8,Rocky Mountain Pict…,315185747.798,20804071.332
0,10,Bullz Eye,315158333.258,20802261.8784
0,11,Bullz Eye,315130923.493,20800452.7459
0,12,Bullz Eye,315103518.672,20798643.892
0,10,The Bigger Picture,315048771.619,20795036.011
0,1,The Bigger Picture,314994244.271,20791509.6126
0,2,The Bigger Picture,314939544.319,20787923.5728
0,11,The Bigger Picture,314912178.867,20786119.9328
0,12,The Bigger Picture,314884815.301,20784315.2937
0,5,The Bigger Picture,314857454.449,20782510.0413
0,6,The Bigger Picture,314830102.987,20780704.5332
0,8,The Bigger Picture,314802754.483,20778899.0976
0,9,The Bigger Picture,314775415.113,20777094.0056
0,10,"Libero, LLC",314748107.944,20775308.0677
0,11,"Libero, LLC",314720916.047,20773531.7706
0,12,"Libero, LLC",314693902.927,20771763.1499
0,1,"Libero, LLC",314666978.531,20769988.2076
0,2,"Libero, LLC",314640150.642,20768202.0638
0,3,"Libero, LLC",314613507.062,20766407.4572
0,4,"Libero, LLC",314586750.762,20764608.0924
0,5,"Libero, LLC",314560014.038,20762809.1148
0,6,"Libero, LLC",314533442.598,20761009.9273
0,7,"Libero, LLC",314506289.823,20759208.0049
0,10,Microangelo Enterta…,314478994.415,20757406.7441
0,11,Microangelo Enterta…,314451703.672,20755605.6313
0,11,Gigantic Pictures,314424421.703,20753807.2772
0,12,Gigantic Pictures,314397163.263,20752008.8883
0,1,Gigantic Pictures,314369910.616,20750210.1532
0,2,Gigantic Pictures,314342671.777,20748411.494
0,3,Gigantic Pictures,314315451.24,20746613.3003
0,4,Gigantic Pictures,314288220.07,20744814.2577
0,11,"Safari Media, LLC",314260962.467,20743015.7526
0,12,"Safari Media, LLC",314233711.694,20741217.1896
0,1,"Safari Media, LLC",314206468.402,20739419.7879
0,2,"Safari Media, LLC",314179228.874,20737621.6454
0,11,Artiztical Entertai…,314151990.033,20735824.247
0,12,Artiztical Entertai…,314124760.012,20734028.19
0,1,Artiztical Entertai…,314097533.27,20732231.9268
0,12,Four Eyed Monsters,314070308.307,20730435.1775
0,12,518 Media,314043136.789,20728655.6499
0,1,518 Media,314016026.952,20726872.4882
0,2,518 Media,313988928.68,20725086.3415
0,3,518 Media,313961967.763,20723298.1545
0,4,518 Media,313935000.438,20721507.0029
0,5,518 Media,313908064.85,20719719.2578
0,12,Maya Releasing,313853709.264,20716135.1986
0,3,Maya Releasing,313799352.407,20712550.3998
0,9,Maya Releasing,313745018.422,20708965.9974
0,10,Maya Releasing,313691289.479,20705391.6135
0,11,Maya Releasing,313664151.942,20703600.3934
0,1,Maya Releasing,313637008.372,20701808.4028
0,4,Maya Releasing,313582738.177,20698231.8315
0,5,Maya Releasing,313528482.633,20694650.344
0,6,Maya Releasing,313501379.675,20692862.047
0,8,Maya Releasing,313474265.129,20691075.6437
0,12,Abkco Films,313447152.156,20689286.9673
0,1,Abkco Films,313420049.388,20687498.9273
0,2,Abkco Films,313365862.402,20683922.1987
0,3,Abkco Films,313338793.977,20682136.7097
0,4,Abkco Films,313311727.337,20680349.6917
0,5,Abkco Films,313257583.304,20676774.5697
0,6,Abkco Films,313230509.516,20674987.2025
0,9,Abkco Films,313203445.839,20673200.3343
0,11,Abkco Films,313176386.957,20671413.6726
0,1,Argot Pictures,313095213.282,20666058.8706
0,2,Argot Pictures,313041123.765,20662490.3069
0,3,Argot Pictures,312987065.869,20658922.6294
0,5,Argot Pictures,312879008.724,20651793.3321
0,6,Argot Pictures,312798020.958,20646447.9379
0,7,Argot Pictures,312717091.58,20641105.4634
0,8,Argot Pictures,312663151.232,20637545.7023
0,9,Argot Pictures,312609221.841,20633988.6481
0,10,Argot Pictures,312582262.176,20632208.7905
0,4,Argot Pictures,312501444.221,20626898.2732
0,12,Argot Pictures,312447555.248,20623343.7023
0,1,Wildcat Releasing,312420616.158,20621566.2099
0,2,Wildcat Releasing,312393681.765,20619788.3877
0,3,Wildcat Releasing,312366777.554,20618019.906
0,2,Sony/BMG,312339853.323,20616243.6393
0,2,The Documentary Group,312312932.701,20614467.269
0,2,Lionsgate/After Dark,312286108.437,20612782.923
0,3,Lionsgate/After Dark,312259304.698,20611022.4732
0,8,Lionsgate/After Dark,312232645.661,20609334.2304
0,3,Anchor Bay Entertai…,312098538.427,20600579.0048
0,4,Anchor Bay Entertai…,311938536.338,20590297.2937
0,5,Anchor Bay Entertai…,311779637.457,20579966.9143
0,9,Anchor Bay Entertai…,311620363.842,20569378.4437
0,10,Anchor Bay Entertai…,311513686.431,20562317.7311
0,11,Anchor Bay Entertai…,311406656.428,20555255.8376
0,12,Anchor Bay Entertai…,311353153.059,20551726.5581
0,6,Anchor Bay Entertai…,311195641.282,20541435.4503
0,8,Anchor Bay Entertai…,311092576.238,20534413.4644
0,1,Anchor Bay Entertai…,310985791.143,20527370.3648
0,2,Anchor Bay Entertai…,310905826.033,20522107.682
0,7,Anchor Bay Entertai…,310830208.744,20517029.031
0,3,Lifesize Entertainment,310803550.633,20515270.2146
0,4,Lifesize Entertainment,310776896.518,20513510.7892
0,7,Lifesize Entertainment,310750247.321,20511752.7354
0,3,Janus Films,310565130.086,20499517.8615
0,4,Janus Films,310432705.901,20490751.7696
0,5,Janus Films,310273755.565,20480262.8156
0,6,Janus Films,310141311.094,20471532.3674
0,7,Janus Films,309982515.249,20461039.9157
0,8,Janus Films,309823761.711,20450555.6183
0,11,Janus Films,309691637.968,20441872.5139
0,12,Janus Films,309559793.512,20433205.8343
0,9,Janus Films,309506948.404,20429720.4507
0,10,Janus Films,309427780.71,20424502.2511
0,1,Janus Films,309296595.427,20415881.6075
0,2,Janus Films,309165580.54,20407233.1119
0,3,Codeblack Entertain…,309113127.173,20403805.2996
0,9,Codeblack Entertain…,309088332.076,20402616.1262
0,10,Codeblack Entertain…,309038266.27,20399279.8245
0,11,Codeblack Entertain…,309014537.811,20397544.6899
0,12,Codeblack Entertain…,308989503.443,20395805.8127
0,4,Codeblack Entertain…,308963405.652,20394161.4909
0,5,Codeblack Entertain…,308937384.672,20392439.227
0,2,Codeblack Entertain…,308911102.574,20390753.9195
0,3,Imaginasian,308884802.648,20389036.4775
0,4,Imaginasian,308858616.42,20387320.9737
0,5,Imaginasian,308832488.685,20385590.9597
0,6,Imaginasian,308806274.082,20383855.1002
0,7,Imaginasian,308780067.774,20382118.6035
0,8,Imaginasian,308753975.112,20380382.8354
0,9,Imaginasian,308727725.439,20378646.6354
0,3,Milestone,308701429.948,20376914.4871
0,4,Milestone,308675178.038,20375187.7836
0,5,Milestone,308648954.869,20373458.4091
0,6,Milestone,308596479.944,20369994.7989
0,7,Milestone,308544019.35,20366529.0762
0,8,Milestone,308491520.429,20363064.1
0,10,Milestone,308465330.131,20361331.3296
0,3,D Street Releasing,308439076.238,20359599.0127
0,3,Radio London Films,308412826.441,20357866.6177
0,4,Radio London Films,308386582.239,20356134.3889
0,4,Lonely Seal Releasing,308360341.374,20354402.5815
0,4,Facets,308334104.897,20352670.9917
0,4,Alchemy,308203512.013,20344118.5957
0,5,Alchemy,308073834.596,20336020.0105
0,10,Alchemy,307943282.516,20327467.595
0,9,Alchemy,307866498.182,20322366.0778
0,2,Alchemy,307814269.917,20318949.4852
0,3,Alchemy,307736202.182,20313825.8336
0,6,Alchemy,307635402.338,20307387.3829
0,7,Alchemy,307560416.473,20302323.2953
0,8,Alchemy,307486017.516,20297202.3576
0,11,Alchemy,307408512.578,20292079.2063
0,12,Alchemy,307356540.96,20288638.9887
0,1,Alchemy,307330488.709,20286918.7967
0,4,Chicago Releasing,307305932.742,20285772.8017
0,5,Chicago Releasing,307281621.596,20284062.0207
0,4,SeeThink,307255572.605,20282344.2354
0,5,SeeThink,307229537.489,20280626.3867
0,6,SeeThink,307203498.027,20278907.3058
0,8,SeeThink,307177467.675,20277188.6995
0,4,Tilapia Film,307151436.35,20275470.5407
0,5,Tilapia Film,307125411.757,20273752.7986
0,6,Tilapia Film,307099391.722,20272035.6278
0,11,Tilapia Film,307073375.167,20270318.0835
0,12,Tilapia Film,307047363.144,20268600.8209
0,5,Arts Alliance America,306995354.588,20265173.755
0,6,Arts Alliance America,306969417.218,20263466.6715
0,7,Arts Alliance America,306943484.34,20261751.9387
0,8,Arts Alliance America,306917509.927,20260038.1891
0,9,Arts Alliance America,306865729.437,20256653.6037
0,4,Arts Alliance America,306839749.825,20254939.5061
0,5,Eleven Arts,306813773.246,20253225.1024
0,6,Eleven Arts,306787802.508,20251511.8318
0,7,Eleven Arts,306709927.369,20246374.7396
0,10,Eleven Arts,306658057.682,20242949.8859
0,11,Eleven Arts,306632146.168,20241238.1397
0,12,Eleven Arts,306606228.057,20239525.7498
0,9,Eleven Arts,306580299.629,20237814.7182
0,8,Eleven Arts,306528454.548,20234391.8789
0,3,Eleven Arts,306424847.366,20227556.8983
0,1,Eleven Arts,306398966.181,20225860.4957
0,2,Eleven Arts,306347289.811,20222480.1156
0,5,Walking Shadows,306321397.451,20220772.0198
0,6,Walking Shadows,306269629.038,20217356.746
0,7,Walking Shadows,306243757.051,20215650.5106
0,8,Walking Shadows,306192022.531,20212235.977
0,9,Walking Shadows,306166163.47,20210528.9206
0,10,Walking Shadows,306140305.088,20208822.0325
0,6,Fox Meadow,306114447.149,20207115.7512
0,6,Schwarzsmith & Task…,306088595.1,20205409.9438
0,7,Schwarzsmith & Task…,306062747.292,20203703.6592
0,9,Schwarzsmith & Task…,306036904.677,20201997.6547
0,11,Schwarzsmith & Task…,306011065.173,20200291.8915
0,7,Newroz Films,305985232.71,20198588.9231
0,8,Newroz Films,305959416.18,20196887.3165
0,9,Newroz Films,305933618.588,20195184.2017
0,10,Newroz Films,305907829.518,20193480.1891
0,11,Newroz Films,305882019.043,20191775.8308
0,2,Newroz Films,305856213.436,20190072.2509
0,3,Newroz Films,305830422.988,20188368.9403
0,7,Iron Man Distr,305804617.339,20186666.0718
0,7,Reel Diva Consultants,305778819.609,20184967.055
0,11,Reel Diva Consultants,305727237.18,20181563.4528
0,12,Reel Diva Consultants,305675676.248,20178159.987
0,2,Reel Diva Consultants,305649905.511,20176464.0843
0,3,Reel Diva Consultants,305624136.37,20174763.337
0,8,Outsider,305598368.375,20173063.5391
0,9,Outsider,305572608.483,20171362.7907
0,12,Outsider,305546845.804,20169662.2691
0,8,Peace Arch Releasing,305521099.449,20167966.9872
0,9,Peace Arch Releasing,305495365.03,20166268.7761
0,10,Peace Arch Releasing,305469622.54,20164569.129
0,5,Peace Arch Releasing,305418156.232,20161174.2682
0,11,Peace Arch Releasing,305392478.231,20159500.9413
0,12,Peace Arch Releasing,305366882.325,20157813.791
0,1,Peace Arch Releasing,305341193.877,20156116.0178
0,3,Peace Arch Releasing,305315475.186,20154420.3521
0,4,Peace Arch Releasing,305289772.987,20152729.2178
0,8,Xenon Pictures,305264059.182,20151033.0206
0,8,Monterey Media,305109997.605,20140866.9255
0,9,Monterey Media,304853509.377,20123942.3694
0,10,Monterey Media,304597480.514,20107042.7085
0,11,Monterey Media,304392916.239,20093541.3633
0,12,Monterey Media,304239666.87,20083425.4124
0,4,Monterey Media,304010075.221,20068271.8791
0,5,Monterey Media,303780798.734,20053145.6256
0,7,Monterey Media,303653624.392,20044753.2281
0,1,Monterey Media,303526516.196,20036361.9822
0,2,Monterey Media,303399513.509,20027983.3298
0,3,Monterey Media,303196539.54,20014591.8972
0,6,Monterey Media,303044489.097,20004560.6618
0,8,Black Diamond Pictures,303019240.105,20002977.2165
0,8,600 West,302993907.113,20001305.5127
0,9,600 West,302968580.831,19999633.7451
0,9,Shemaroo Entertainment,302943269.267,19997975.8587
0,5,Shemaroo Entertainment,302917950.565,19996306.8801
0,9,Borotoro,302892635.103,19994637.1884
0,10,Borotoro,302867362.376,19992970.1728
0,11,Borotoro,302842139.398,19991312.458
0,12,Borotoro,302816980.955,19989659.3966
0,1,Borotoro,302791770.399,19987993.8125
0,9,Aura Entertainment,302766483.219,19986327.8543
0,9,Film Sales Company,302741207.146,19984658.7303
0,10,Film Sales Company,302715953.017,19982990.2617
0,2,Film Sales Company,302690669.856,19981321.313
0,4,Film Sales Company,302665405.592,19979657.6351
0,9,Roadside Attractions,302423736.262,19963213.8033
0,10,Roadside Attractions,302172056.931,19946492.9923
0,11,Roadside Attractions,301938695.825,19931233.5091
0,12,Roadside Attractions,301737683.002,19919221.1521
0,1,Roadside Attractions,301542039.202,19905654.4454
0,2,Roadside Attractions,301322510.956,19890480.1393
0,3,Roadside Attractions,301104913.768,19875470.3745
0,4,Roadside Attractions,300887704.768,19861428.0585
0,5,Roadside Attractions,300666415.218,19847885.7103
0,6,Roadside Attractions,300450776.288,19834420.9655
0,7,Roadside Attractions,300242026.974,19819866.5396
0,8,Roadside Attractions,300034760.415,19805623.9364
0,9,Pocket Releasing,300009955.043,19803987.5711
0,10,Pocket Releasing,299985154.158,19802350.7219
0,10,National Geographic…,299826814.875,19789601.0202
0,11,National Geographic…,299707744.536,19780045.2634
0,12,National Geographic…,299613505.688,19772000.1798
0,1,National Geographic…,299476352.562,19760874.0635
0,2,National Geographic…,299338958.166,19750031.6772
0,3,National Geographic…,299180131.973,19737479.9135
0,4,National Geographic…,299025872.038,19724759.3097
0,5,National Geographic…,298871428.211,19712410.4294
0,6,National Geographic…,298731378.598,19701288.6913
0,7,National Geographic…,298597270.328,19690266.302
0,8,National Geographic…,298488788.03,19680867.2388
0,9,National Geographic…,298350210.448,19669698.7149
0,10,Somerset Films,298325752.551,19668100.2808
0,11,Somerset Films,298301356.459,19666490.1331
0,12,Somerset Films,298276930.838,19664876.2126
0,1,Somerset Films,298252511.248,19663263.5771
0,2,Somerset Films,298228081.006,19661650.2906
0,3,Somerset Films,298203631.827,19660037.0684
0,10,Arthouse Films,298130245.37,19655202.1541
0,6,Arthouse Films,298105800.974,19653595.0011
0,7,Arthouse Films,298056947.742,19650381.89
0,8,Arthouse Films,298008149.758,19647168.2315
0,9,Arthouse Films,297959413.162,19643951.7612
0,11,Arthouse Films,297910603.779,19640742.7805
0,12,Arthouse Films,297861838.041,19637525.8095
0,1,Arthouse Films,297813080.047,19634309.8399
0,2,Arthouse Films,297764333.059,19631096.7099
0,3,Arthouse Films,297715597.352,19627881.5438
0,10,Autonomous Films,297691222.953,19626283.0659
0,11,Autonomous Films,297666861.317,19624689.2602
0,11,Reliance/LoveStreaks,297642486.484,19623083.2622
0,11,Summit Entertainment,297682183.421,19667763.9284
0,12,Summit Entertainment,297879234.831,19672886.0274
0,2,Summit Entertainment,298006016.027,19668758.8131
0,3,Summit Entertainment,298105380.38,19671453.6273
0,4,Summit Entertainment,298088479.284,19672736.8084
0,5,Summit Entertainment,298086219.946,19671922.7468
0,8,Summit Entertainment,298107518.567,19667435.5773
0,9,Summit Entertainment,298123499.094,19663522.7562
0,10,Summit Entertainment,298140920.724,19667051.2731
0,1,Summit Entertainment,298378450.384,19663500.4944
0,6,Summit Entertainment,298385179.863,19667657.0191
0,7,Summit Entertainment,298461259.146,19680021.3259
0,11,Priority Films,298436936.284,19678423.7547
0,12,Priority Films,298412611.294,19676820.4379
0,4,Priority Films,298388314.006,19675219.0584
0,5,Priority Films,298364031.456,19673615.5102
0,11,Stand Up Films,298339702.008,19672012.1827
0,11,Warrior Poets,298315388.323,19670415.3181
0,12,Warrior Poets,298291121.572,19668820.6422
0,11,New Love Films,298266804.079,19667217.817
0,12,New Love Films,298242492.993,19665615.0933
0,1,New Love Films,298193885.77,19662409.8159
0,2,New Love Films,298169587.887,19660807.4196
0,3,New Love Films,298145294.469,19659205.371
0,7,New Love Films,298121005.571,19657603.5174
0,8,New Love Films,298096723.773,19656001.9071
0,9,New Love Films,298072439.993,19654400.5052
0,11,Arcangelo Entertain…,298048157.262,19652799.4888
0,7,Arcangelo Entertain…,298023878.331,19651198.5765
0,8,Arcangelo Entertain…,297999608.945,19649603.5141
0,11,Mitropoulos Films,297951075.211,19646405.3872
0,6,Mitropoulos Films,297926826.592,19644810.9225
0,7,Mitropoulos Films,297878348.369,19641621.3872
0,8,Mitropoulos Films,297829914.975,19638427.3034
0,9,Mitropoulos Films,297805730.896,19636830.6122
0,12,Mitropoulos Films,297781503.309,19635233.2199
0,12,Abramorama Films,297613346.922,19624076.564
0,1,Abramorama Films,297492661.648,19616105.1863
0,2,Abramorama Films,297372085.87,19608145.7077
0,3,Abramorama Films,297227590.674,19598660.6204
0,4,Abramorama Films,297083355.45,19589193.7794
0,5,Abramorama Films,296939630.452,19579753.093
0,6,Abramorama Films,296699608.175,19563931.5578
0,7,Abramorama Films,296460015.331,19548119.744
0,8,Abramorama Films,296292365.364,19537076.1921
0,9,Abramorama Films,296125394.772,19526239.0949
0,10,Abramorama Films,295935069.028,19513740.2994
0,11,Abramorama Films,295768913.503,19502749.9582
0,12,Elephant Eye Films,295721256.908,19499607.7101
0,1,Elephant Eye Films,295673676.763,19496461.8195
0,3,Elephant Eye Films,295625952.746,19493319.3272
0,4,Elephant Eye Films,295602135.244,19491756.3559
0,5,Elephant Eye Films,295578361.689,19490183.7976
0,10,Elephant Eye Films,295554506.512,19488622.5628
0,11,Elephant Eye Films,295530731.77,19487065.873
0,2,Elephant Eye Films,295506906.457,19485492.2692
0,9,Elephant Eye Films,295483043.414,19483920.2257
0,12,Gener8xion Entertai…,295459220.0,19482367.6091
0,3,Gener8xion Entertai…,295411700.804,19479256.7792
0,4,Gener8xion Entertai…,295364290.59,19476135.4464
0,5,Gener8xion Entertai…,295340624.491,19474566.2687
0,1,Gener8xion Entertai…,295316805.059,19473013.8516
0,2,Gener8xion Entertai…,295293099.617,19471460.9091
0,12,Captured Films,295269272.044,19469890.7917
0,1,Atlantik Films,295245444.798,19468319.7905
0,6,Atlantik Films,295221621.722,19466749.2016
0,1,Overture Films,295199737.694,19464427.6411
0,2,Overture Films,295142407.275,19461817.8581
0,3,Overture Films,295101410.706,19461005.3702
0,4,Overture Films,295069565.202,19457124.3806
0,5,Overture Films,295019939.605,19452946.0841
0,6,Overture Films,294978513.705,19450019.9624
0,7,Overture Films,294934764.851,19446989.8692
0,8,Overture Films,294892728.838,19445138.9179
0,9,Overture Films,294840010.918,19444717.4239
0,10,Overture Films,294818747.637,19447262.003
0,11,Overture Films,294807180.05,19446575.1711
0,12,Overture Films,294784696.19,19442667.2241
0,1,Diversa Films,294760975.634,19441103.4257
0,2,3D Entertainment,294648361.116,19433360.4415
0,3,3D Entertainment,294536900.182,19425687.5328
0,4,3D Entertainment,294425636.753,19418008.4969
0,5,3D Entertainment,294336378.765,19411882.9543
0,6,3D Entertainment,294247950.319,19405767.3582
0,7,3D Entertainment,294159055.332,19399664.2989
0,8,3D Entertainment,294072392.046,19393575.5596
0,9,3D Entertainment,293983562.209,19387400.7492
0,10,3D Entertainment,293919011.545,19382764.4451
0,11,3D Entertainment,293853634.495,19378123.0211
0,12,3D Entertainment,293788711.23,19373475.1504
0,1,3D Entertainment,293724585.453,19368853.5833
0,2,Anywhere Road Enter…,293701041.538,19367301.4677
0,2,Noruz Films,293677501.572,19365750.1589
0,3,Noruz Films,293653978.291,19364201.2634
0,4,Noruz Films,293630467.39,19362651.4397
0,5,Noruz Films,293606960.975,19361101.1507
0,6,Noruz Films,293583471.549,19359550.9204
0,7,Noruz Films,293559968.841,19358000.0093
0,2,Spark Entertainment,293536450.255,19356449.2149
0,3,Spark Entertainment,293512945.086,19354902.2551
0,4,Spark Entertainment,293489454.36,19353353.6971
0,5,Spark Entertainment,293465966.64,19351804.8791
0,3,Mandt Brothers,293442463.76,19350255.7195
0,3,Picture Park,293418964.824,19348706.9885
0,4,Picture Park,293395470.6,19347157.7416
0,3,Magnet Pictures,293278523.501,19339451.8347
0,4,Magnet Pictures,293186087.218,19333278.3098
0,7,Magnet Pictures,293092360.952,19327106.4634
0,8,Magnet Pictures,293045557.438,19324018.746
0,10,Magnet Pictures,292951917.743,19317859.9471
0,11,Magnet Pictures,292858394.768,19311700.4903
0,12,Magnet Pictures,292811660.859,19308615.8056
0,1,Magnet Pictures,292741484.318,19303991.7359
0,2,Magnet Pictures,292648138.946,19297985.9217
0,5,Magnet Pictures,292579071.033,19293373.105
0,6,Magnet Pictures,292532419.053,19290301.1013
0,9,Magnet Pictures,292462445.537,19285693.1486
0,3,Oscilloscope Pictures,292231105.28,19270617.8532
0,6,Oscilloscope Pictures,292023225.416,19256853.5055
0,7,Oscilloscope Pictures,291815529.251,19243149.981
0,9,Oscilloscope Pictures,291584987.163,19228085.9917
0,10,Oscilloscope Pictures,291355163.384,19212941.7346
0,11,Oscilloscope Pictures,291148461.463,19199305.3439
0,12,Oscilloscope Pictures,290964993.326,19187179.9111
0,1,Oscilloscope Pictures,290804466.367,19176580.8481
0,2,Oscilloscope Pictures,290620774.154,19164532.5686
0,4,Oscilloscope Pictures,290416301.226,19150987.3595
0,5,Oscilloscope Pictures,290211343.75,19137437.1632
0,8,Oscilloscope Pictures,290029164.089,19125390.189
0,3,Hammer the Movie,290006240.918,19123897.3417
