,Film,Month,Monthly_Cume_Gross,Monthly_Gross,Studio
0,Mulholland Drive,5,7219578,1520,Universal
0,Brotherhood of the Wolf,5,10928863,1620,Universal
0,About a Boy,5,67404805,29795150,Universal
0,Undercover Brother,5,16318220,16318220,Universal
0,The Guru,5,3051221,1613,Universal
0,The Life of David Gale,5,19694635,2485,Universal
0,Bruce Almighty,5,249143400,149076810,Universal
0,Dawn of the Dead,5,234745685,787455,Universal
0,Van Helsing,5,370472100,112161295,Universal
0,Connie & Carla,5,31701290,666045,Universal
0,The Interpreter,5,255261770,23025690,Universal
0,Kicking and Screaming,5,106497975,45409390,Universal
0,United 93,5,107848740,15276625,Universal
0,American Dreamz,5,7064450,434125,Universal
0,Inside Man,5,348951540,2713045,Universal
0,Georgia Rule,5,41074250,17527705,Universal
0,Forgetting Sarah Marshall,5,276496460,22397240,Universal
0,Baby Mama,5,237129320,35126995,Universal
0,Leatherheads,5,123436960,1378775,Universal
0,Fast & Furious,5,763322100,6676010,Universal
0,The Last House on the Left,5,65399530,238595,Universal
0,State of Play,5,175303025,9120285,Universal
0,Fighting,5,107605025,9469910,Universal
0,Duplicity,5,161694905,511910,Universal
0,Drag Me To Hell,5,21192680,21192680,Universal
0,Robin Hood,5,209245405,89129070,Universal
0,MacGruber,5,14012190,8361855,Universal
0,Paul,5,74679350,400520,Universal
0,The Adjustment Bureau,5,186966875,719965,Universal
0,Hop,5,428302160,1770475,Universal
0,Fast Five,5,713058195,91480345,Universal
0,Your Highness,5,43058225,353675,Universal
0,Bridesmaids,5,202192150,95126355,Universal
0,Dr. Seuss' The Lorax,5,840401850,2538015,Universal
0,The Five-Year Engagement,5,103062085,14000850,Universal
0,Safe House ,5,252246270,267480,Universal
0,American Reunion,5,225199730,2275225,Universal
0,Battleship,5,83818195,50312850,Universal
0,Oblivion,5,423407155,18054535,Universal
0,Identity Thief,5,670179215,1256525,Universal
0,Jurassic Park,5,1185431375,2525950,Universal
0,Fast and Furious 6,5,319025220,183185695,Universal
0,Non-Stop,5,365207905,1178490,Universal
0,Neighbors,5,418691285,132600495,Universal
0,A Million Ways to Die in Th…,5,22989970,22989970,Universal
0,Fifty Shades of Grey,5,166167230,63220,Universal
0,Unfriended,5,125804100,5938425,Universal
0,Furious 7,5,1716012360,25173440,Universal
0,Pitch Perfect 2,5,373466910,153281595,Universal
0,My Big Fat Greek Wedding 2,5,177360860,2046940,Universal
0,The Huntsman: Winterâs War,5,182236645,10884340,Universal
0,The Boss,5,246822965,5445235,Universal
0,Neighbors 2: Sorority Rising,5,73096805,43860225,Universal
0,A Dogâs Purpose,5,64321890,71695,Universal
0,The Fate of the Furious,5,870813035,24710405,Universal
0,Get Out,5,699252320,2227985,Universal
0,Smokey and the Bandit,6,14880452,2532976,Universal
0,The Great Muppet Caper,6,5590307,5590307,Universal
0,For Your Eyes Only,6,10988007,10988007,Universal
0,Dead Men Don't Wear Plaid,6,68271790,5277921,Universal
0,Conan the Barbarian,6,145882163,7492413,Universal
0,ET: The Extra-Terrestrial,6,136658803,69665839,Universal
0,The Thing,6,5394362,5394362,Universal
0,La traviata,6,4665385,635553,Universal
0,Psycho II,6,80678015,26233598,Universal
0,Streets of Fire,6,8301000,4963000,Universal
0,Sixteen Candles,6,56273000,4117000,Universal
0,Firestarter,6,29103000,1714000,Universal
0,Under the Volcano,6,410626,143402,Universal
0,Conan the Destroyer,6,10812123,10812123,Universal
0,Brewster's Millions,6,123925499,14468049,Universal
0,Fletch,6,116531144,27296502,Universal
0,Legal Eagles,6,34189494,21674978,Universal
0,Harry and the Hendersons,6,36891676,18109198,Universal
0,The Secret of My Success,6,113337727,5272340,Universal
0,Dragnet,6,16437369,16437369,Universal
0,The Great Outdoors,6,28507474,18835288,Universal
0,Field of Dreams,6,173318665,16957024,Universal
0,K-9,6,69391439,4613410,Universal
0,Renegades,6,4303415,4303415,Universal
0,Do the Right Thing,6,5931085,5931085,Universal
0,Back to the Future Part III,6,220894350,38240160,Universal
0,Bird on a Wire,6,153556590,20888010,Universal
0,Ghost Dad,6,7708615,7708615,Universal
0,Jungle Fever,6,44576560,21117990,Universal
0,Backdraft,6,208667790,29646270,Universal
0,Far and Away,6,164657500,21923055,Universal
0,Fried Green Tomatoes,6,155688523,2551060,Universal
0,HouseSitter,6,70547630,32926720,Universal
0,Jurassic Park,6,411888545,186763115,Universal
0,The Cowboy Way,6,33171595,14318880,Universal
0,The Flintstones,6,362837285,63788775,Universal
0,Schindler's List,6,188287731,1287674,Universal
0,Major Payne,6,137715850,2332895,Universal
0,Casper,6,336111415,58000730,Universal
0,Apollo 13,6,46005195,46005195,Universal
0,Dragonheart,6,154712235,24605205,Universal
0,Flipper,6,68156475,3660270,Universal
0,Sgt. Bilko,6,30068960,180890,Universal
0,Fear,6,20389065,326275,Universal
0,The Quest,6,84332015,1247735,Universal
0,The Nutty Professor,6,33998415,33998415,Universal
0,Liar Liar,6,685095145,6486155,Universal
0,The Lost World: Jurassic Park,6,799552406,63190650,Universal
0,Fear and Loathing in Las Vegas,6,40260765,2129655,Universal
0,Primary Colors,6,77674769,330185,Universal
0,Black Dog,6,50440447,932697,Universal
0,Mercury Rising,6,130924275,792772,Universal
0,Out of Sight,6,16574405,16574405,Universal
0,October Sky,6,126610825,825625,Universal
0,The Mummy,6,814214000,103706725,Universal
0,Life,6,247725961,2897310,Universal
0,Notting Hill,6,305847730,58362620,Universal
0,Erin Brockovich,6,619555485,3007940,Universal
0,U-571,6,370551240,5944055,Universal
0,The Flintstones in Viva Roc…,6,164232560,3470585,Universal
0,Screwed,6,6982680,84705,Universal
0,The Adventures of Rocky & B…,6,12140180,12140180,Universal
0,The Mummy Returns,6,965060335,25254655,Universal
0,Brotherhood of the Wolf,6,163703,163703,Universal
0,The Fast and the Furious,6,146917390,89102320,Universal
0,Undercover Brother,6,134462515,21365155,Universal
0,The Scorpion King,6,360900460,1425245,Universal
0,About a Boy,6,147400305,9728715,Universal
0,The Bourne Identity,6,180874730,79863950,Universal
0,Bruce Almighty,6,820090430,75557440,Universal
0,2 Fast 2 Furious,6,381261255,116796145,Universal
0,Hulk,6,190530745,108785065,Universal
0,Dawn of the Dead,6,117937102,81120,Universal
0,Van Helsing,6,470283270,6540760,Universal
0,The Chronicles of Riddick,6,132490205,52786940,Universal
0,Two Brothers,6,8994365,8994365,Universal
0,The Interpreter,6,285681280,2290075,Universal
0,Kicking and Screaming,6,200731440,5759035,Universal
0,Cinderella Man,6,160875430,51318655,Universal
0,The Perfect Man,6,20903090,12617455,Universal
0,George A. Romero's Land of …,6,13494795,13494795,Universal
0,United 93,6,156212425,1362380,Universal
0,Inside Man,6,441638810,677165,Universal
0,The Break-Up,6,453564725,112657515,Universal
0,Peaceful Warrior,6,1519613,566517,Universal
0,The Fast and the Furious: T…,6,135461360,54884770,Universal
0,Georgia Rule,6,74846065,1355175,Universal
0,Knocked Up,6,462373180,126866745,Universal
0,Evan Almighty,6,115523250,69987650,Universal
0,Forgetting Sarah Marshall,6,249496060,1725720,Universal
0,Baby Mama,6,236597865,2635245,Universal
0,The Incredible Hulk,6,301143450,119942115,Universal
0,Wanted,6,70136325,70136325,Universal
0,Land of the Lost,6,158459510,47316445,Universal
0,Drag Me To Hell,6,149299510,19611440,Universal
0,Fast & Furious,6,619246315,994395,Universal
0,State of Play,6,73885405,366415,Universal
0,Fighting,6,23091010,141065,Universal
0,Public Enemies,6,14869405,14869405,Universal
0,MacGruber,6,8525600,163745,Universal
0,Robin Hood,6,403743250,14456005,Universal
0,Get Him to the Greek,6,175915090,56241395,Universal
0,Bridesmaids,6,533763955,54248010,Universal
0,Hop,6,215991090,452645,Universal
0,Fast Five,6,824526915,9157135,Universal
0,The Five-Year Engagement,6,85621215,595530,Universal
0,Snow White and the Huntsman,6,602492570,147988210,Universal
0,Dr. Seuss' The Lorax,6,1063041385,2216055,Universal
0,Battleship,6,308633690,13736995,Universal
0,Ted,6,87647345,87647345,Universal
0,Oblivion,6,266587000,880785,Universal
0,The Purge,6,224454425,63230410,Universal
0,Fast and Furious 6,6,899145975,51229415,Universal
0,Despicable Me 2,6,59557645,59557645,Universal
0,A Million Ways to Die in Th…,6,155704645,18993200,Universal
0,Neighbors,6,579078555,15021135,Universal
0,Pitch Perfect 2,6,700252385,28496965,Universal
0,Furious 7,6,701255430,1435115,Universal
0,Jurassic World,6,1269353415,527300955,Universal
0,Ted 2,6,47329110,47329110,Universal
0,The Huntsman: Winterâs War,6,95869585,335055,Universal
0,Popstar: Never Stop Never S…,6,25352105,9496130,Universal
0,Neighbors 2: Sorority Rising,6,214942750,11160295,Universal
0,The Boss,6,126032190,279865,Universal
0,Warcraft,6,118236920,45288925,Universal
0,The Fate of the Furious,6,1124721830,2269405,Universal
0,Get Out,6,175484140,131170,Universal
0,Despicable Me 3,6,115190660,115190660,Universal
0,The Great Muppet Caper,7,47060454,13050739,Universal
0,For Your Eyes Only,7,113876893,24791993,Universal
0,The Four Seasons,7,37081065,2397710,Universal
0,Endless Love,7,15401364,4019605,Universal
0,ET: The Extra-Terrestrial,7,688731547,108553435,Universal
0,The Thing,7,22327926,7314898,Universal
0,The Best Little Whorehouse …,7,53212789,33810826,Universal
0,La traviata,7,9459507,811599,Universal
0,Stroker Ace,7,15730571,9844000,Universal
0,Psycho II,7,57112196,3206000,Universal
0,Puberty Blues,7,65273,31743,Universal
0,Jaws 3-D,7,51412000,31154000,Universal
0,Private School,7,6634000,6634000,Universal
0,Conan the Destroyer,7,88835920,14785173,Universal
0,Under the Volcano,7,2190004,613029,Universal
0,The Last Starfighter,7,41048065,17517243,Universal
0,Back to the Future,7,192367534,69633888,Universal
0,Fletch,7,128720649,7257948,Universal
0,Legal Eagles,7,62668251,12432127,Universal
0,Dragnet,7,149834496,29130750,Universal
0,Jaws 4: The Revenge,7,10477585,10477585,Universal
0,The Great Outdoors,7,25137266,6301978,Universal
0,Midnight Run,7,27176290,15532785,Universal
0,Do the Right Thing,7,10429226,4498141,Universal
0,Jetsons: The Movie,7,8005775,8005775,Universal
0,Problem Child,7,15297450,15297450,Universal
0,Problem Child 2,7,10290560,8021090,Universal
0,Mobsters,7,8919795,8919795,Universal
0,HouseSitter,7,39564310,6637590,Universal
0,Death Becomes Her,7,17844985,17844985,Universal
0,Jurassic Park,7,1291772445,100287960,Universal
0,The Shadow,7,62723495,25885200,Universal
0,The Flintstones,7,232108030,10032240,Universal
0,Schindler's List,7,95275043,448815,Universal
0,Major Payne,7,115453160,847720,Universal
0,Apollo 13,7,423618730,85750075,Universal
0,Casper,7,356273660,7259015,Universal
0,Waterworld,7,32118480,32118480,Universal
0,Dragonheart,7,191309695,5182270,Universal
0,Flipper,7,76972685,1977030,Universal
0,The Nutty Professor,7,357243540,71741810,Universal
0,The Frighteners,7,20389150,12386915,Universal
0,Liar Liar,7,708554320,4773395,Universal
0,The Lost World: Jurassic Park,7,888127321,7897335,Universal
0,A Simple Wish,7,18192980,7236995,Universal
0,Out of Sight,7,164837825,19808215,Universal
0,Fear and Loathing in Las Vegas,7,21042686,136011,Universal
0,BASEketball,7,4724505,4724505,Universal
0,October Sky,7,129338395,584790,Universal
0,The Mummy,7,1073193195,9428490,Universal
0,Life,7,316853900,1119975,Universal
0,Notting Hill,7,536370200,19349665,Universal
0,American Pie,7,238098625,81361595,Universal
0,The Adventures of Rocky & B…,7,86623935,11656465,Universal
0,Erin Brockovich,7,501084860,721385,Universal
0,U-571,7,305312045,1260350,Universal
0,The Flintstones in Viva Roc…,7,138386682,1192515,Universal
0,Nutty Professor II: The Klumps,7,58533530,58533530,Universal
0,The Fast and the Furious,7,490522855,45741030,Universal
0,The Mummy Returns,7,802074725,2345335,Universal
0,Brotherhood of the Wolf,7,397801,20973,Universal
0,Jurassic Park 3,7,237027850,104132095,Universal
0,Undercover Brother,7,76350725,547060,Universal
0,The Bourne Identity,7,414292500,31672605,Universal
0,About a Boy,7,121854625,1279135,Universal
0,Hulk,7,506457530,21052385,Universal
0,Bruce Almighty,7,940083570,13303670,Universal
0,2 Fast 2 Furious,7,493634805,8222065,Universal
0,Johnny English,7,34982315,20873460,Universal
0,Seabiscuit,7,31586260,31586260,Universal
0,Two Brothers,7,85760165,9633470,Universal
0,Van Helsing,7,478186310,1243765,Universal
0,The Chronicles of Riddick,7,282037700,4523205,Universal
0,The Bourne Supremacy,7,184875700,110213520,Universal
0,Thunderbirds,7,4381675,4381675,Universal
0,The Interpreter,7,216815515,546930,Universal
0,Kicking and Screaming,7,208237750,1318345,Universal
0,George A. Romero's Land of …,7,78301345,6845200,Universal
0,Cinderella Man,7,293126540,9106000,Universal
0,The Perfect Man,7,76791140,3548225,Universal
0,The Fast and the Furious: T…,7,241774360,6629960,Universal
0,Peaceful Warrior,7,3275520,387684,Universal
0,The Break-Up,7,466931025,5131425,Universal
0,"You, Me and Dupree",7,147723435,63179205,Universal
0,Miami Vice,7,36056785,36056785,Universal
0,Evan Almighty,7,366101030,27017075,Universal
0,Knocked Up,7,564662810,18913700,Universal
0,I Now Pronounce You Chuck a…,7,133716220,81169105,Universal
0,Wanted,7,474677685,59943790,Universal
0,The Incredible Hulk,7,523645250,12863215,Universal
0,Baby Mama,7,120194095,432390,Universal
0,Hellboy 2: The Golden Army,7,176114500,68745810,Universal
0,Mamma Mia!,7,119703350,74854610,Universal
0,Drag Me To Hell,7,208642150,1296505,Universal
0,Public Enemies,7,393420570,79634740,Universal
0,Land of the Lost,7,243408035,2002510,Universal
0,BrÃ¼no,7,212817180,59593580,Universal
0,Funny People,7,32551320,32551320,Universal
0,Robin Hood,7,524220415,1684655,Universal
0,Get Him to the Greek,7,300349510,4610215,Universal
0,Despicable Me,7,598041920,200003985,Universal
0,Charlie St. Cloud,7,18796130,18796130,Universal
0,Bridesmaids,7,808169655,16569300,Universal
0,Larry Crowne,7,152706205,35237040,Universal
0,Fast Five,7,1046022890,1775505,Universal
0,Cowboys and Aliens,7,51620065,51620065,Universal
0,Snow White and the Huntsman,7,609150920,5525035,Universal
0,Dr. Seuss' The Lorax,7,641496260,668785,Universal
0,Battleship,7,259678215,1183555,Universal
0,Ted,7,691467045,110287890,Universal
0,Savages,7,146633225,45100010,Universal
0,Despicable Me 2,7,1042249965,256719820,Universal
0,Fast and Furious 6,7,947879310,3376020,Universal
0,The Purge,7,256088690,1103495,Universal
0,R.I.P.D.,7,46567220,28072240,Universal
0,A Million Ways to Die in Th…,7,85123330,737795,Universal
0,A Hard Day's Night,7,2957232,480506,Universal
0,Neighbors,7,595957905,1975330,Universal
0,The Purge: Anarchy,7,98787120,57410975,Universal
0,Lucy,7,61287385,61287385,Universal
0,Pitch Perfect 2,7,733369080,2006855,Universal
0,Jurassic World,7,3050641340,106425825,Universal
0,Ted 2,7,380219450,33414835,Universal
0,Minions,7,976557515,295354120,Universal
0,Trainwreck,7,199056255,84801830,Universal
0,The Purge: Election Year,7,341890445,78663220,Universal
0,Warcraft,7,187200320,1936730,Universal
0,Neighbors 2: Sorority Rising,7,110549750,320210,Universal
0,The Secret Life of Pets,7,969953135,308018780,Universal
0,Jason Bourne,7,80706020,80706020,Universal
0,Despicable Me 3,7,827841190,120300250,Universal
0,The Fate of the Furious,7,225764765,177425,Universal
0,Girls Trip,7,119464240,74025020,Universal
0,Endless Love,8,40857310,3797565,Universal
0,An American Werewolf in London,8,16424785,10938540,Universal
0,The Best Little Whorehouse …,8,206732398,23884225,Universal
0,ET: The Extra-Terrestrial,8,858867280,54244600,Universal
0,Fast Times at Ridgemont High,8,23779601,11293460,Universal
0,Jaws 3-D,8,160129026,10641000,Universal
0,Private School,8,48771065,6919000,Universal
0,La traviata,8,10735912,806778,Universal
0,Puberty Blues,8,408600,115257,Universal
0,Smokey and the Bandit III,8,9517934,3718000,Universal
0,Metalstorm: The Destruction…,8,7322000,4531000,Universal
0,"Merry Christmas, Mr. Lawrence",8,165465,165465,Universal
0,Under the Volcano,8,6948896,1000000,Universal
0,The Last Starfighter,8,41503607,4047146,Universal
0,Cloak & Dagger,8,18454978,7581669,Universal
0,Back to the Future,8,559835126,60015915,Universal
0,Weird Science,8,36717120,15511466,Universal
0,Howard the Duck,8,34510292,14069588,Universal
0,Legal Eagles,8,90191015,2790617,Universal
0,Born in East L.A.,8,16321440,9871840,Universal
0,Midnight Run,8,49756564,9858024,Universal
0,Parenthood,8,160248184,53059570,Universal
0,Uncle Buck,8,43849347,23777646,Universal
0,Problem Child,8,60275430,18595170,Universal
0,Mo' Better Blues,8,15833740,9645740,Universal
0,Darkman,8,31814770,20554040,Universal
0,Pure Luck,8,35827120,15595155,Universal
0,Child's Play 3,8,6669790,6669790,Universal
0,Raising Cain,8,23511325,14302665,Universal
0,Death Becomes Her,8,158636215,29569315,Universal
0,Jurassic Park,8,1565502995,26370420,Universal
0,Heart and Souls,8,6591615,6591615,Universal
0,The Little Rascals,8,116184545,38256905,Universal
0,Casper,8,380878565,7033710,Universal
0,Major Payne,8,58565650,210210,Universal
0,Babe,8,110765485,38650110,Universal
0,Waterworld,8,267289155,45661055,Universal
0,Apollo 13,8,606681855,27219020,Universal
0,Dragonheart,8,152557590,1551015,Universal
0,The Nutty Professor,8,587983375,15177930,Universal
0,Flipper,8,39832565,318045,Universal
0,The Frighteners,8,62906520,3998215,Universal
0,Tales from the Crypt Presen…,8,14538800,5525250,Universal
0,A Simple Wish,8,23495725,837205,Universal
0,Liar Liar,8,899853600,2007950,Universal
0,The Lost World: Jurassic Park,8,1131978565,4318025,Universal
0,Leave It To Beaver,8,12696130,7883280,Universal
0,Kull The Conqueror,8,3970425,3970425,Universal
0,BASEketball,8,20146375,2162340,Universal
0,Out of Sight,8,148366835,995020,Universal
0,Return to Paradise,8,16377039,6844167,Universal
0,The Mummy,8,778438035,1875760,Universal
0,American Pie,8,372725820,16009120,Universal
0,Notting Hill,8,455918365,2720170,Universal
0,Life,8,127896411,200492,Universal
0,Mystery Men,8,89811185,27591505,Universal
0,Bowfinger,8,113493245,48480350,Universal
0,Dudley Do-Right,8,3955335,3955335,Universal
0,The Adventures of Rocky & B…,8,99796305,1624650,Universal
0,Erin Brockovich,8,125548685,55335,Universal
0,U-571,8,154100735,305825,Universal
0,Nutty Professor II: The Klumps,8,399329770,52616080,Universal
0,The Flintstones in Viva Roc…,8,70404965,215875,Universal
0,Bring it On,8,22479145,22479145,Universal
0,The Fast and the Furious,8,702335740,7310665,Universal
0,Jurassic Park 3,8,837161420,41343070,Universal
0,The Mummy Returns,8,1007327355,705785,Universal
0,American Pie 2,8,405391773,126454059,Universal
0,The Bourne Identity,8,581088315,6786075,Universal
0,Blue Crush,8,85666035,35418060,Universal
0,American Wedding,8,398663345,98472875,Universal
0,Bruce Almighty,8,1200029530,3108880,Universal
0,Hulk,8,656115485,1966315,Universal
0,Johnny English,8,133796855,6796890,Universal
0,Seabiscuit,8,420764470,74351105,Universal
0,2 Fast 2 Furious,8,631434630,1791250,Universal
0,Two Brothers,8,18863725,235890,Universal
0,Thunderbirds,8,19800065,2386380,Universal
0,The Bourne Supremacy,8,587579460,49241580,Universal
0,The Chronicles of Riddick,8,172926566,402606,Universal
0,Van Helsing,8,120150546,21345,Universal
0,Cinderella Man,8,244971290,1075465,Universal
0,The Skeleton Key,8,95973465,39736105,Universal
0,The 40 Year-old Virgin,8,87642835,55350755,Universal
0,The Fast and the Furious: T…,8,248698495,908605,Universal
0,"You, Me and Dupree",8,288291705,10972745,Universal
0,Miami Vice,8,231238030,26262530,Universal
0,The Break-Up,8,473495205,823010,Universal
0,Peaceful Warrior,8,3116104,112547,Universal
0,Accepted,8,38152080,23510200,Universal
0,Idlewild,8,7054645,7054645,Universal
0,Evan Almighty,8,492854975,2493360,Universal
0,Knocked Up,8,737104405,2455255,Universal
0,I Now Pronounce You Chuck a…,8,548833020,35710355,Universal
0,The Bourne Ultimatum,8,810315890,204620755,Universal
0,Illegal Tender,8,4577685,2732105,Universal
0,Mr. Beanâs Holiday,8,34676065,21675635,Universal
0,Mamma Mia!,8,586683235,58729495,Universal
0,Wanted,8,666207410,3971555,Universal
0,The Incredible Hulk,8,670789795,1728555,Universal
0,Hellboy 2: The Golden Army,8,371878310,6711890,Universal
0,The Mummy: Tomb of the Drag…,8,416662365,99092195,Universal
0,Death Race,8,43047740,26198210,Universal
0,Public Enemies,8,386474380,2600475,Universal
0,Funny People,8,196989590,18915545,Universal
0,BrÃ¼no,8,119963510,460950,Universal
0,Land of the Lost,8,49438370,119415,Universal
0,A Perfect Getaway,8,51583825,15134715,Universal
0,Despicable Me,8,912488315,37446965,Universal
0,Charlie St. Cloud,8,117863690,12015660,Universal
0,Get Him to the Greek,8,60974475,122665,Universal
0,Scott Pilgrim vs. The World,8,66639585,27281910,Universal
0,Nanny McPhee Returns,8,31143045,18865975,Universal
0,Bridesmaids,8,670186630,2231670,Universal
0,The Change-Up,8,116986080,35015400,Universal
0,Larry Crowne,8,71081260,371205,Universal
0,Fast Five,8,209837675,90725,Universal
0,Cowboys and Aliens,8,344672865,42761090,Universal
0,Senna,8,1097527,645993,Universal
0,Snow White and the Huntsman,8,773352935,1623510,Universal
0,Ted,8,1063435825,18374095,Universal
0,Savages,8,235206130,2223090,Universal
0,The Bourne Legacy,8,317405230,99659495,Universal
0,Despicable Me 2,8,1730910335,39821345,Universal
0,The Purge,8,64473115,139210,Universal
0,R.I.P.D.,8,162167810,5052205,Universal
0,Fast and Furious 6,8,1192247535,888720,Universal
0,2 Guns,8,290410110,70667785,Universal
0,Kick-Ass 2,8,70141215,27459035,Universal
0,Lucy,8,534814280,57970000,Universal
0,Get on Up,8,129726290,29940370,Universal
0,Neighbors,8,449926740,489840,Universal
0,The Purge: Anarchy,8,348129350,13762955,Universal
0,"As Above, So Below",8,11852745,11852745,Universal
0,Minions,8,1271776085,30517340,Universal
0,Jurassic World,8,2559364045,10316860,Universal
0,Trainwreck,8,403144835,20878420,Universal
0,Ted 2,8,243487895,540885,Universal
0,Straight Outta Compton,8,344545350,138935705,Universal
0,The Purge: Election Year,8,157973935,379220,Universal
0,Jason Bourne,8,541363520,70464635,Universal
0,The Secret Life of Pets,8,1372522600,46988710,Universal
0,Girls Trip,8,405880690,35234495,Universal
0,Despicable Me 3,8,1002695575,20044320,Universal
0,An American Werewolf in London,9,52887958,8865882,Universal
0,Raggedy Man,9,361115,361115,Universal
0,Continental Divide,9,10729513,6643450,Universal
0,Fast Times at Ridgemont High,9,75332998,10761240,Universal
0,The Best Little Whorehouse …,9,257798556,9254073,Universal
0,ET: The Extra-Terrestrial,9,1006476037,27667303,Universal
0,Nightmares,9,10639263,5955000,Universal
0,"Merry Christmas, Mr. Lawrence",9,4892519,1637535,Universal
0,Smokey and the Bandit III,9,5170000,1452000,Universal
0,La traviata,9,16710179,515000,Universal
0,Puberty Blues,9,608000,78000,Universal
0,Heat and Dust,9,301842,153459,Universal
0,Cross Creek,9,100081,64426,Universal
0,Hanna K.,9,25938,25938,Universal
0,Under the Volcano,9,8797900,596000,Universal
0,All of Me,9,21651269,14114836,Universal
0,Back to the Future,9,594672465,22966118,Universal
0,Creator,9,6811828,4088681,Universal
0,Born in East L.A.,9,12464050,2592210,Universal
0,Dragnet,9,56067534,379250,Universal
0,Moon Over Parador,9,11553641,7317015,Universal
0,Gorillas in the Mist,9,5690824,5152743,Universal
0,Uncle Buck,9,228467273,26854032,Universal
0,Parenthood,9,372779503,25676408,Universal
0,Sea of Love,9,69311965,31790295,Universal
0,Darkman,9,117380952,11243877,Universal
0,Problem Child,9,48000710,855395,Universal
0,Child's Play 3,9,10390995,3721205,Universal
0,Death Becomes Her,9,51095050,3680750,Universal
0,Sneakers,9,67908104,30825450,Universal
0,Jurassic Park,9,2332173250,14034130,Universal
0,The Real McCoy,9,3639965,3639965,Universal
0,Timecop,9,74715360,32976520,Universal
0,The River Wild,9,13200430,13200430,Universal
0,Casper,9,298587430,2230990,Universal
0,Babe,9,240346005,12842055,Universal
0,Waterworld,9,420153570,7706825,Universal
0,Apollo 13,9,826703200,8506450,Universal
0,To Wong Foo Thanks for Ever…,9,86118260,29294520,Universal
0,Clockers,9,29232870,11198815,Universal
