,Film,Month,Monthly_Cume_Gross,Monthly_Gross,Studio
0,The Betrayal,2,44822,6873,Cinema Guild
0,Beeswax,2,182682,4970,Cinema Guild
0,The Beaches of Agn̬s,2,702687,2618,Cinema Guild
0,35 Shots of Rum,2,639149,7381,Cinema Guild
0,Sweetgrass,2,77509,570,Cinema Guild
0,The Strange Case of Angelica,2,105864,4787,Cinema Guild
0,Putty Hill,2,15293,8789,Cinema Guild
0,Around a Small Mountain,2,33216,632,Cinema Guild
0,Actress,2,30631,6387,Cinema Guild
0,The Bank,4,88414,1775,Cinema Guild
0,Fear and Trembling,4,145714,3099,Cinema Guild
0,A Tout de Suite,4,22660,22660,Cinema Guild
0,Gilles' Wife,4,29002,5220,Cinema Guild
0,Alexandra,4,116212,27192,Cinema Guild
0,The Unforeseen,4,111097,15554,Cinema Guild
0,The Betrayal,4,118279,4738,Cinema Guild
0,Sweetgrass,4,472499,49929,Cinema Guild
0,Everyone Else,4,121480,40616,Cinema Guild
0,35 Shots of Rum,4,691947,8494,Cinema Guild
0,The Beaches of Agn̬s,4,237927,1340,Cinema Guild
0,The Strange Case of Angelica,4,220870,3286,Cinema Guild
0,Putty Hill,4,173652,8545,Cinema Guild
0,Jauja,4,153426,11008,Cinema Guild
0,About Elly,4,108937,47909,Cinema Guild
0,The Seagull's Laughter,5,106419,43061,Cinema Guild
0,A Tout de Suite,5,318162,106725,Cinema Guild
0,Fear and Trembling,5,257576,11151,Cinema Guild
0,Alexandra,5,205915,15244,Cinema Guild
0,Yella,5,43804,15904,Cinema Guild
0,The Unforeseen,5,76333,2753,Cinema Guild
0,Jerichow,5,54530,22751,Cinema Guild
0,Everyone Else,5,147307,11802,Cinema Guild
0,Sweetgrass,5,621797,27136,Cinema Guild
0,35 Shots of Rum,5,353007,1325,Cinema Guild
0,The Strange Case of Angelica,5,47743,1472,Cinema Guild
0,Putty Hill,5,47632,705,Cinema Guild
0,About Elly,5,479901,94453,Cinema Guild
0,Jauja,5,90723,5869,Cinema Guild
0,The Seagull's Laughter,6,213076,11276,Cinema Guild
0,A Tout de Suite,6,699231,65678,Cinema Guild
0,Fear and Trembling,6,202336,8965,Cinema Guild
0,La Moustache,6,133699,18524,Cinema Guild
0,Gilles' Wife,6,32799,715,Cinema Guild
0,Alexandra,6,292791,23797,Cinema Guild
0,The Unforeseen,6,167326,8332,Cinema Guild
0,24 City,6,34875,13546,Cinema Guild
0,Jerichow,6,50226,2162,Cinema Guild
0,Everyone Else,6,262862,13653,Cinema Guild
0,35 Shots of Rum,6,177511,801,Cinema Guild
0,Sweetgrass,6,737323,25547,Cinema Guild
0,The Strange Case of Angelica,6,48928,529,Cinema Guild
0,Putty Hill,6,48132,500,Cinema Guild
0,Natural Selection,6,46635,1079,Cinema Guild
0,About Elly,6,1053420,92925,Cinema Guild
0,Jauja,6,103254,5758,Cinema Guild
0,In Pursuit of Silence,6,18458,11513,Cinema Guild
0,The Inheritance,7,6329,6329,Cinema Guild
0,The Seagull's Laughter,7,63263,7435,Cinema Guild
0,A Tout de Suite,7,633435,20116,Cinema Guild
0,Fear and Trembling,7,105575,3138,Cinema Guild
0,The Oyster Farmer,7,6793,6793,Cinema Guild
0,La Moustache,7,487265,71805,Cinema Guild
0,Alexandra,7,288679,17978,Cinema Guild
0,The Order of Myths,7,11297,11297,Cinema Guild
0,24 City,7,51434,3698,Cinema Guild
0,Jerichow,7,184980,16768,Cinema Guild
0,The Beaches of Agn̬s,7,415577,108933,Cinema Guild
0,Sweetgrass,7,797523,10806,Cinema Guild
0,Everyone Else,7,316327,12059,Cinema Guild
0,Around a Small Mountain,7,45280,19930,Cinema Guild
0,Aurora,7,3616,2718,Cinema Guild
0,Putty Hill,7,48644,139,Cinema Guild
0,Woman With the Five Elephants ,7,9256,7567,Cinema Guild
0,The Interrrupers,7,11552,11552,Cinema Guild
0,Planet of Snail,7,2011,2011,Cinema Guild
0,About Elly,7,2178229,72303,Cinema Guild
0,Jauja,7,116403,1133,Cinema Guild
0,Horse Money,7,5910,5910,Cinema Guild
0,Counting,7,8186,8186,Cinema Guild
0,The Wrong Light,7,6685,6685,Cinema Guild
0,Fear and Trembling,12,45612,5922,Cinema Guild
0,A Tout de Suite,12,248565,666,Cinema Guild
0,La Moustache,12,244771,2108,Cinema Guild
0,35 Shots of Rum,12,495951,25741,Cinema Guild
0,The Beaches of Agn̬s,12,884005,8011,Cinema Guild
0,Beeswax,12,82824,319,Cinema Guild
0,Everyone Else,12,102042,1226,Cinema Guild
0,Sweetgrass,12,414361,905,Cinema Guild
0,The Strange Case of Angelica,12,16055,13121,Cinema Guild
0,Fear and Trembling,8,243635,19610,Cinema Guild
0,A Tout de Suite,8,463606,9275,Cinema Guild
0,La Moustache,8,680828,38062,Cinema Guild
0,Summer '04,8,20377,10782,Cinema Guild
0,Primo Levi's Journey,8,6262,6262,Cinema Guild
0,Alexandra,8,214736,10397,Cinema Guild
0,The Order of Myths,8,35085,8353,Cinema Guild
0,Beeswax,8,46860,22974,Cinema Guild
0,The Beaches of Agn̬s,8,768283,22925,Cinema Guild
0,Jerichow,8,149356,6310,Cinema Guild
0,24 City,8,28284,1095,Cinema Guild
0,Everyone Else,8,275984,7606,Cinema Guild
0,Sweetgrass,8,203854,1199,Cinema Guild
0,Around a Small Mountain,8,25510,4557,Cinema Guild
0,The Interrrupers,8,120610,44422,Cinema Guild
0,About Elly,8,1391781,9087,Cinema Guild
0,4 Days in France,8,26912,10755,Cinema Guild
0,A Tout de Suite,9,713638,6765,Cinema Guild
0,Fear and Trembling,9,126071,886,Cinema Guild
0,La Moustache,9,647180,42827,Cinema Guild
0,Alexandra,9,241909,2153,Cinema Guild
0,The Unforeseen,9,90287,396,Cinema Guild
0,Yella,9,27031,1766,Cinema Guild
0,The Beaches of Agn̬s,9,480356,34539,Cinema Guild
0,Jerichow,9,223745,4040,Cinema Guild
0,Beeswax,9,56898,9533,Cinema Guild
0,24 City,9,59284,990,Cinema Guild
0,35 Shots of Rum,9,48792,26190,Cinema Guild
0,Everyone Else,9,290348,6120,Cinema Guild
0,Around a Small Mountain,9,53708,1864,Cinema Guild
0,Sweetgrass,9,614130,1254,Cinema Guild
0,The Interrrupers,9,853110,99280,Cinema Guild
0,The Strange Case of Angelica,9,49429,350,Cinema Guild
0,Aurora,9,4278,662,Cinema Guild
0,About Elly,9,470346,3353,Cinema Guild
0,Counting,9,8374,188,Cinema Guild
0,The Princess of France,9,5212,87,Cinema Guild
0,Horse Money,9,6508,598,Cinema Guild
0,Rat Film,9,58205,23437,Cinema Guild
0,La Moustache,10,682529,3987,Cinema Guild
0,The Order of Myths,10,95332,8679,Cinema Guild
0,Alexandra,10,123742,323,Cinema Guild
0,Yella,10,58025,493,Cinema Guild
0,Beeswax,10,141617,6267,Cinema Guild
0,35 Shots of Rum,10,283378,33667,Cinema Guild
0,The Beaches of Agn̬s,10,761281,18376,Cinema Guild
0,24 City,10,61156,688,Cinema Guild
0,Jerichow,10,60105,379,Cinema Guild
0,Around a Small Mountain,10,86450,1837,Cinema Guild
0,Everyone Else,10,200989,1409,Cinema Guild
0,Rat Film,10,82054,5210,Cinema Guild
0,4 Days in France,10,11115,86,Cinema Guild
