,Film,Month,Monthly_Cume_Gross,Monthly_Gross,Monthly_Gross_Mil,Studio
0,The Bear,10,4860066,4840438,4,Sony/TriStar
0,Apt Pupil,10,11977055,7214728,7,Sony/TriStar
0,Oliver Twist,10,1930717,627109,0,Sony/TriStar
0,Places in the Heart,11,121747989,10713809,10,Sony/TriStar
0,"Silent Night, Deadly Night",11,1708860,1708860,1,Sony/TriStar
0,Supergirl,11,19640084,9188067,9,Sony/TriStar
0,Sweet Dreams,11,24490355,2450374,2,Sony/TriStar
0,Santa Claus,11,7492367,5997160,5,Sony/TriStar
0,Peggy Sue Got Married,11,124512773,13744206,13,Sony/TriStar
0,The Running Man,11,56173182,26198768,26,Sony/TriStar
0,Iron Eagle II,11,4174341,4174341,4,Sony/TriStar
0,The Bear,11,73784162,19060758,19,Sony/TriStar
0,Look Who's Talking Now,11,12906344,7852584,7,Sony/TriStar
0,Apt Pupil,11,25271774,1315183,1,Sony/TriStar
0,Places in the Heart,12,116075290,1612414,1,Sony/TriStar
0,Supergirl,12,51885410,2346438,2,Sony/TriStar
0,Runaway,12,8406650,4284887,4,Sony/TriStar
0,Birdy,12,68332,48347,0,Sony/TriStar
0,Santa Claus,12,70641659,15810266,15,Sony/TriStar
0,Peggy Sue Got Married,12,38128568,1843130,1,Sony/TriStar
0,The Running Man,12,64653962,5175806,5,Sony/TriStar
0,Bugsy,12,28990331,19680690,19,Sony/TriStar
0,Apt Pupil,12,26210313,276674,0,Sony/TriStar
0,Stepmom,12,35435611,35435611,35,Sony/TriStar
0,Places in the Heart,1,121505335,1088504,1,Sony/TriStar
0,Runaway,1,23527466,2264623,2,Sony/TriStar
0,Birdy,1,639599,161877,0,Sony/TriStar
0,Supergirl,1,42274974,682418,0,Sony/TriStar
0,Head Office,1,2415046,2415046,2,Sony/TriStar
0,Santa Claus,1,23662111,359478,0,Sony/TriStar
0,Iron Eagle,1,36822776,16156404,16,Sony/TriStar
0,For Keeps?,1,27841483,12260717,12,Sony/TriStar
0,Bugsy,1,27006462,7059150,7,Sony/TriStar
0,Philadelphia,1,85992356,38054531,38,Sony/TriStar
0,Stepmom,1,356437956,49244743,49,Sony/TriStar
0,Places in the Heart,2,126314026,1734040,1,Sony/TriStar
0,Birdy,2,1126203,228223,0,Sony/TriStar
0,Heaven Help Us,2,13216472,5726094,5,Sony/TriStar
0,Iron Eagle,2,83469565,6374431,6,Sony/TriStar
0,The Hitcher,2,6349091,3914877,3,Sony/TriStar
0,Who's Harry Crumb?,2,4671081,4671081,4,Sony/TriStar
0,Philadelphia,2,98111766,12858770,12,Sony/TriStar
0,The Pest,2,11910270,3305902,3,Sony/TriStar
0,Stepmom,2,357728717,5606825,5,Sony/TriStar
0,Places in the Heart,3,166476078,1775407,1,Sony/TriStar
0,Angel Heart,3,38359442,13224194,13,Sony/TriStar
0,Blind Date,3,9321273,9321273,9,Sony/TriStar
0,Switching Channels,3,3881752,3881752,3,Sony/TriStar
0,The Pest,3,6884723,169623,0,Sony/TriStar
0,Stepmom,3,361867476,226651,0,Sony/TriStar
