,Film,Month,Monthly_Cume_Gross,Monthly_Gross,Studio
0,Maria Full of Grace,11,6529624,43193,New Line
0,The Notebook,11,242909504,144451,New Line
0,Birth,11,17967024,2298279,New Line
0,Cellular,11,127114879,529148,New Line
0,After the Sunset,11,60305065,25069139,New Line
0,Wedding Crashers,11,835179790,852655,New Line
0,Domino,11,10169202,122363,New Line
0,A History of Violence,11,122480537,1775965,New Line
0,Just Friends,11,15508258,11456482,New Line
0,Snakes on a Plane,11,34020814,23422,New Line
0,The Texas Chainsaw Massacre…,11,157099455,747711,New Line
0,Little Children,11,5674242,832074,New Line
0,Tenacious D in: The Pick of…,11,8107454,6140177,New Line
0,Rendition,11,19239169,1013397,New Line
0,The Martian Child,11,33177375,7448536,New Line
0,Rush Hour 3,11,280051298,392018,New Line
0,Mr. Woodcock,11,51459502,293265,New Line
0,Love in the Time of Cholera,11,10662750,4328015,New Line
0,A Nightmare on Elm Street,12,7321890,588100,New Line
0,The Mask,12,589916498,2428814,New Line
0,The Swan Princess,12,39639453,3292806,New Line
0,Dumb & Dumber,12,146468877,69782541,New Line
0,Mortal Kombat,12,350647070,978847,New Line
0,Now and Then,12,128888170,1483536,New Line
0,Se7en,12,433824366,1341467,New Line
0,Set It Off,12,134644730,3385600,New Line
0,Last Man Standing,12,18065107,112584,New Line
0,The Long Kiss Goodnight,12,129773376,890992,New Line
0,Michael,12,40588638,30395153,New Line
0,One Night Stand,12,5215277,289909,New Line
0,Money Talks,12,41047255,41047255,New Line
0,Boogie Nights,12,93641227,1679713,New Line
0,Mortal Kombat: Annihilation,12,133986999,5910626,New Line
0,Wag the Dog,12,231950,199812,New Line
0,Blade,12,139704428,484110,New Line
0,Rush Hour,12,534634569,3927543,New Line
0,Living Out Loud,12,49800092,965601,New Line
0,Pleasantville,12,153129752,1825306,New Line
0,American History X,12,22760909,1673174,New Line
0,The Bachelor,12,105651664,1208540,New Line
0,Magnolia,12,1827746,915459,New Line
0,The Cell,12,122512812,182925,New Line
0,Little Nicky,12,191952812,4379198,New Line
0,The Little Vampire,12,13555988,28578,New Line
0,Dungeons and Dragons,12,49169253,14513429,New Line
0,Thirteen Days,12,605192,400170,New Line
0,Rush Hour 2,12,452224396,266037,New Line
0,Life as a House,12,61931170,1445578,New Line
0,Heist,12,69962996,1074937,New Line
0,The Lord of the Rings: The …,12,1190496351,613553133,New Line
0,I Am Sam,12,85096,59457,New Line
0,Friday After Next,12,125571219,6064892,New Line
0,About Schmidt,12,5644558,3495302,New Line
0,The Texas Chainsaw Massacre,12,320502819,402294,New Line
0,Elf,12,620077130,37033155,New Line
0,Secondhand Lions,12,83957322,112304,New Line
0,After the Sunset,12,139287734,3088452,New Line
0,Birth,12,23785753,92219,New Line
0,Cellular,12,63977843,71998,New Line
0,Blade: Trinity,12,162263230,40801399,New Line
0,A History of Violence,12,93219932,242949,New Line
0,Wedding Crashers,12,627534263,168378,New Line
0,Just Friends,12,113025838,16257505,New Line
0,The New World,12,288186,189864,New Line
0,The Nativity Story,12,127261417,37256917,New Line
0,Tenacious D in: The Pick of…,12,40924891,2227121,New Line
0,The Texas Chainsaw Massacre…,12,197296980,150665,New Line
0,Little Children,12,10825439,893632,New Line
0,His Dark Materials: The Gol…,12,193442643,62969745,New Line
0,Love in the Time of Cholera,12,13764927,289593,New Line
0,The Martian Child,12,7500310,51774,New Line
0,Lily in Love,4,163163,104556,New Line
0,Critters,4,10651587,5070413,New Line
0,A Nightmare On Elm Street 3…,4,36668499,2586446,New Line
0,Teenage Mutant Ninja Turtles,4,328663027,67285083,New Line
0,Teenage Mutant Ninja Turtle…,4,323609700,35736671,New Line
0,Deep Cover,4,5585363,4697532,New Line
0,Who's the Man?,4,13289373,7960944,New Line
0,Three of Hearts,4,2551582,2551582,New Line
0,Above the Rim,4,9737125,3689283,New Line
0,Don Juan DeMarco,4,47531703,16535808,New Line
0,Dumb & Dumber,4,495443645,3873881,New Line
0,The Basketball Diaries,4,2409232,1496193,New Line
0,Friday,4,9566054,8043916,New Line
0,Se7en,4,299274764,1127045,New Line
0,Faithful,4,5725899,1157135,New Line
0,A Thin Line Between Love & …,4,95140384,27123768,New Line
0,Love Jones,4,44801579,1828945,New Line
0,B*A*P*S,4,26111452,3146116,New Line
0,Michael,4,376601342,2375970,New Line
0,The Wedding Singer,4,297590246,3444736,New Line
0,Wag the Dog,4,170783495,822466,New Line
0,Lost In Space,4,184872913,59070712,New Line
0,Boogie Nights,4,26355051,101756,New Line
0,Mr. Nice Guy,4,47328000,2118209,New Line
0,Dark City,4,28496718,379240,New Line
0,The Players Club,4,43981047,15439515,New Line
0,Wild Man Blues,4,232734,149229,New Line
0,Blast from the Past,4,104130684,6619170,New Line
0,The Corruptor,4,74177466,1186708,New Line
0,Final Destination,4,165096616,16462430,New Line
0,Next Friday,4,226787400,738301,New Line
0,Price of Glory,4,12816224,1358015,New Line
0,Boiler Room,4,67263665,96118,New Line
0,Magnolia,4,89508271,143666,New Line
0,Love and Basketball,4,26794711,16454435,New Line
0,Frequency,4,11341224,11341224,New Line
0,Blow,4,126057844,41798084,New Line
0,15 Minutes,4,48558599,397144,New Line
0,Town & Country,4,3898070,3898070,New Line
0,Blade 2,4,302708216,19951932,New Line
0,John Q,4,282926427,1385571,New Line
0,The Lord of the Rings: The …,4,4456410103,9767711,New Line
0,I Am Sam,4,80449481,295419,New Line
0,All About the Benjamins,4,98611258,1732662,New Line
0,Jason X,4,7947144,7947144,New Line
0,Willard,4,27487136,50705,New Line
0,A Man Apart,4,83188518,25506167,New Line
0,Final Destination 2,4,186550428,409665,New Line
0,About Schmidt,4,257939169,895115,New Line
0,The Real Cancun,4,2730671,2730671,New Line
0,The Butterfly Effect,4,57577482,147463,New Line
0,Laws of Attraction,4,8413616,8413616,New Line
0,The Upside of Anger,4,73576571,13327503,New Line
0,Son of the Mask,4,67749909,256660,New Line
0,King's Ransom,4,6369437,3702103,New Line
0,Final Destination 3,4,108090162,250286,New Line
0,Take the Lead,4,104835394,33098441,New Line
0,The Last Mimzy,4,80700927,3237529,New Line
0,Little Children,4,5463019,10146,New Line
0,Fracture,4,37293308,23032763,New Line
0,Be Kind Rewind,4,44508378,212379,New Line
0,Semi-Pro,4,133631674,267767,New Line
0,Lily in Love,5,906771,143472,New Line
0,Critters,5,14098271,2503475,New Line
0,Teenage Mutant Ninja Turtles,5,450798594,19625137,New Line
0,Teenage Mutant Ninja Turtle…,5,221478910,3555079,New Line
0,Drop Dead Fred,5,12289318,7322508,New Line
0,Menace II Society,5,5696985,4952947,New Line
0,Friday,5,74927197,12201804,New Line
0,Don Juan DeMarco,5,76900841,3453698,New Line
0,My Family,5,24692080,7726197,New Line
0,The Basketball Diaries,5,1846691,350498,New Line
0,Dumb & Dumber,5,503378906,1384452,New Line
0,A Thin Line Between Love & …,5,163558734,4035158,New Line
0,Heaven's Prisoners,5,11809105,4650338,New Line
0,Rumble in the Bronx,5,60414399,440708,New Line
0,Love Jones,5,59636969,462428,New Line
0,B*A*P*S,5,21491625,213302,New Line
0,Michael,5,95318203,376796,New Line
0,Austin Powers: Internationa…,5,140139077,40505320,New Line
0,Love! Valour! Compassion!,5,1938922,994740,New Line
0,Trial And Error,5,6427376,6427376,New Line
0,The Wedding Singer,5,382187158,2617763,New Line
0,Wild Man Blues,5,1852688,319311,New Line
0,Lost In Space,5,325934761,7449548,New Line
0,The Players Club,5,106175633,4224697,New Line
0,Mr. Nice Guy,5,62386872,524212,New Line
0,Woo,5,22200798,7189149,New Line
0,The Corruptor,5,30302193,77287,New Line
0,Blast from the Past,5,26439581,89101,New Line
0,Final Destination,5,201241425,4898733,New Line
0,Next Friday,5,114298093,174880,New Line
0,Love and Basketball,5,93185701,9177010,New Line
0,Price of Glory,5,3370709,7960,New Line
0,Frequency,5,112859309,24423187,New Line
0,Boiler Room,5,16843225,5271,New Line
0,Magnolia,5,44895916,23327,New Line
0,Blow,5,195650972,10073709,New Line
0,Town & Country,5,25619045,2814381,New Line
0,Blade 2,5,325121318,1752380,New Line
0,Jason X,5,35294940,4566757,New Line
0,The Lord of the Rings: The …,5,4375034749,4198213,New Line
0,All About the Benjamins,5,76191782,365011,New Line
0,Willard,5,6882696,3522,New Line
0,A Man Apart,5,105172148,993833,New Line
0,The Real Cancun,5,11174786,1085923,New Line
0,About Schmidt,5,259762758,265444,New Line
0,Final Destination 2,5,140588895,121007,New Line
0,Laws of Attraction,5,64100796,9247673,New Line
0,The Butterfly Effect,5,57924679,24687,New Line
0,King's Ransom,5,15880296,306424,New Line
0,The Upside of Anger,5,73917675,723067,New Line
0,Monster-in-Law,5,144565087,65085972,New Line
0,Hoot,5,26535751,7961072,New Line
0,Take the Lead,5,137626516,1643625,New Line
0,Fracture,5,133408670,14519523,New Line
0,The Last Mimzy,5,84116402,806264,New Line
0,Lily in Love,6,994182,114195,New Line
0,No Holds Barred,6,29897829,13075707,New Line
0,Teenage Mutant Ninja Turtles,6,245431434,4705008,New Line
0,Menace II Society,6,60197612,13530885,New Line
0,Friday,6,120041401,3239585,New Line
0,My Family,6,48021355,1894685,New Line
0,Don Juan DeMarco,6,105068040,1663719,New Line
0,Dumb & Dumber,6,633806906,728569,New Line
0,Heaven's Prisoners,6,4751301,100963,New Line
0,A Thin Line Between Love & …,6,102367848,458222,New Line
0,Rumble in the Bronx,6,124095777,1383308,New Line
0,Trial And Error,6,48314237,6663687,New Line
0,Love! Valour! Compassion!,6,7890169,1384102,New Line
0,Austin Powers: Internationa…,6,190891809,9853679,New Line
0,The Wedding Singer,6,316119605,1757161,New Line
0,Lost In Space,6,268507506,1262981,New Line
0,Woo,6,30625359,577958,New Line
0,The Players Club,6,90145546,499854,New Line
0,Austin Powers: The Spy Who …,6,376350818,156776847,New Line
0,Final Destination,6,259572540,630572,New Line
0,Frequency,6,207881279,7492274,New Line
0,Love and Basketball,6,132426145,1057223,New Line
0,Price of Glory,6,6858418,54583,New Line
0,Boiler Room,6,16954131,55947,New Line
0,Blow,6,210935839,1118982,New Line
0,The Lord of the Rings: The …,6,3641177462,4047748,New Line
0,Dumb and Dumberer: When Har…,6,62991145,24839101,New Line
0,Laws of Attraction,6,35648560,187033,New Line
0,The Notebook,6,21311553,21311553,New Line
0,The Upside of Anger,6,74894077,132652,New Line
0,Monster-in-Law,6,310912132,15021976,New Line
0,Hoot,6,8117637,156565,New Line
0,Fracture,6,193266999,1338940,New Line
0,The Last Mimzy,6,42911445,108641,New Line
0,Sincerely Charlotte,8,273022,61700,New Line
0,A Nightmare on Elm Street 4…,8,45892904,27817480,New Line
0,A Nightmare On Elm Street: …,8,11104112,11104112,New Line
0,The Mask,8,315476704,56553758,New Line
0,"Corrina, Corrina",8,5731110,5265694,New Line
0,Friday,8,108823849,647125,New Line
0,My Family,8,43014440,365580,New Line
0,Mortal Kombat,8,79561071,46807888,New Line
0,The Adventures of Pinocchio,8,55647484,6254708,New Line
0,Kansas City,8,2768553,1153754,New Line
0,The Island of Dr. Moreau,8,31813070,19663189,New Line
0,The Stupids,8,1797836,1797836,New Line
0,Love! Valour! Compassion!,8,2858650,41193,New Line
0,Spawn,8,222078062,50522216,New Line
0,Austin Powers: Internationa…,8,267423218,774708,New Line
0,Love Jones,8,12479335,219088,New Line
0,Money Talks,8,39180338,24974926,New Line
0,Texas Chainsaw Massacre: Ne…,8,63657,63657,New Line
0,Woo,8,7992395,93154,New Line
0,Blade,8,62577245,38766599,New Line
0,Austin Powers: The Spy Who …,8,810399494,5574956,New Line
0,Drop Dead Gorgeous,8,40240348,1321046,New Line
0,Detroit Rock City,8,11153142,4105394,New Line
0,The Astronaut's Wife,8,5449289,5449289,New Line
0,Final Destination,8,106551953,175954,New Line
0,Frequency,8,177381037,906891,New Line
0,Love and Basketball,8,54845679,124384,New Line
0,The Cell,8,61410297,37341226,New Line
0,Rush Hour 2,8,807760400,200284587,New Line
0,The Lord of the Rings: The …,8,1959335565,215807,New Line
0,Austin Powers in Goldmember,8,920484716,93771026,New Line
0,Simone,8,14359188,8501342,New Line
0,Dumb and Dumberer: When Har…,8,52381186,216264,New Line
0,How to Deal,8,28157754,882023,New Line
0,Freddy vs. Jason,8,188435841,75106702,New Line
0,Harold & Kumar Go to White …,8,66825241,8805787,New Line
0,Maria Full of Grace,8,12588981,2821795,New Line
0,The Notebook,8,303497816,7291535,New Line
0,Wedding Crashers,8,693110457,62377416,New Line
0,Monster-in-Law,8,331122324,473372,New Line
0,Snakes on a Plane,8,48687217,28535193,New Line
0,How to Eat Fried Worms,8,5571313,5571313,New Line
0,Hairspray,8,507769010,43301123,New Line
0,Rush Hour 3,8,398780045,123837874,New Line
0,A Nightmare On Elm Street 3…,2,11367889,11367889,New Line
0,Loaded Weapon 1,2,29601467,18349159,New Line
0,8 Seconds,2,4235707,4235707,New Line
0,In the Mouth of Madness,2,27794851,8566582,New Line
0,Dumb & Dumber,2,452522417,11197483,New Line
0,Se7en,2,379772731,4033892,New Line
0,Bed of Roses,2,64896741,10764435,New Line
0,Rumble in the Bronx,2,12119351,12119351,New Line
0,Set It Off,2,107773197,348800,New Line
0,Jackie Chan's First Strike,2,28814369,402389,New Line
0,Michael,2,342593379,6561824,New Line
0,In Love and War,2,56326951,3361745,New Line
0,Dangerous Ground,2,13072858,1622614,New Line
0,Boogie Nights,2,100749429,1196027,New Line
0,Wag the Dog,2,152228826,10375907,New Line
0,The Wedding Singer,2,116415255,50877777,New Line
0,Dark City,2,7352718,7352718,New Line
0,Rush Hour,2,282121214,272127,New Line
0,Living Out Loud,2,38395274,176509,New Line
0,Pleasantville,2,157869980,513296,New Line
0,American History X,2,25856076,244132,New Line
0,Blast from the Past,2,49907108,21771671,New Line
0,Next Friday,2,202998622,13195422,New Line
0,Magnolia,2,62663932,5481460,New Line
0,The Bachelor,2,43316541,426795,New Line
0,Boiler Room,2,19896246,11961644,New Line
0,Thirteen Days,2,125866827,7692184,New Line
0,Sugar and Spice,2,50079438,6214304,New Line
0,The Lord of the Rings: The …,2,3851561507,55525624,New Line
0,I Am Sam,2,110255947,22870720,New Line
0,John Q,2,70005049,42674645,New Line
0,Final Destination 2,2,152495073,24095158,New Line
0,Friday After Next,2,66063490,134411,New Line
0,About Schmidt,2,218455251,13165314,New Line
0,Elf,2,692942540,641950,New Line
0,The Butterfly Effect,2,203477003,21101239,New Line
0,Highwaymen,2,969445,367027,New Line
0,Blade: Trinity,2,156929212,347978,New Line
0,Son of the Mask,2,25048010,14851484,New Line
0,A History of Violence,2,31493782,22228,New Line
0,Just Friends,2,32596916,51140,New Line
0,The New World,2,46706517,3630708,New Line
0,Final Destination 3,2,111642770,46478915,New Line
0,Running Scared,2,4596086,4596086,New Line
0,Little Children,2,19404140,993977,New Line
0,The Number 23,2,17633643,17633643,New Line
0,His Dark Materials: The Gol…,2,349052584,1129612,New Line
0,Over Her Dead Body,2,34703751,7533704,New Line
0,Be Kind Rewind,2,12801694,7767290,New Line
0,Semi-Pro,2,18935308,18935308,New Line
0,A Nightmare On Elm Street 3…,3,110828797,22714164,New Line
0,House Party,3,30134690,14256195,New Line
0,Teenage Mutant Ninja Turtles,3,32162745,32162745,New Line
0,Teenage Mutant Ninja Turtle…,3,112657380,70500925,New Line
0,The Lawnmower Man,3,49294056,22052768,New Line
0,Loaded Weapon 1,3,25328280,1033589,New Line
0,Monkey Trouble,3,5354534,5354534,New Line
0,Above the Rim,3,6047842,5124155,New Line
0,The Mangler,3,1141597,1141597,New Line
0,Dumb & Dumber,3,594268224,4825031,New Line
0,Se7en,3,490199999,2570457,New Line
0,Rumble in the Bronx,3,102135753,16455490,New Line
0,Bed of Roses,3,18607588,232554,New Line
0,Michael,3,362485413,4890257,New Line
0,Love Jones,3,22989438,9786429,New Line
0,B*A*P*S,3,3854057,3854057,New Line
0,The Wedding Singer,3,264998820,20824872,New Line
0,Boogie Nights,3,103658968,828502,New Line
0,Wag the Dog,3,167337820,1353608,New Line
0,Dark City,3,51947884,6573076,New Line
0,Mr. Nice Guy,3,16721913,9811713,New Line
0,Taste of Cherry,3,87648,51300,New Line
0,Blast from the Past,3,99618886,3623978,New Line
0,Pleasantville,3,120990715,744376,New Line
0,American History X,3,19970643,128405,New Line
0,The Corruptor,3,33682222,13900497,New Line
0,Next Friday,3,279163726,1817595,New Line
0,Boiler Room,3,79589411,4780192,New Line
0,Magnolia,3,110353270,649643,New Line
0,Final Destination,3,66256098,30062748,New Line
0,Price of Glory,3,2004734,2004734,New Line
0,Sugar and Spice,3,13276953,57077,New Line
0,Thirteen Days,3,171352122,1291201,New Line
0,15 Minutes,3,79449339,23917038,New Line
0,John Q,3,317142083,26966415,New Line
0,The Lord of the Rings: The …,3,4304806920,32953114,New Line
0,I Am Sam,3,192594765,6114573,New Line
0,All About the Benjamins,3,76804010,23385258,New Line
0,Blade 2,3,101872009,59972576,New Line
0,Final Destination 2,3,183376054,2783989,New Line
0,About Schmidt,3,249671717,5213183,New Line
0,Willard,3,18284509,6828469,New Line
0,Friday After Next,3,33253609,23654,New Line
0,The Butterfly Effect,3,228414759,1528756,New Line
0,Son of the Mask,3,66161991,1910278,New Line
0,The Upside of Anger,3,7620698,4578771,New Line
0,Final Destination 3,3,263410223,7368850,New Line
0,The New World,3,63166658,344853,New Line
0,Running Scared,3,33720085,2259051,New Line
0,The Number 23,3,127840613,17559524,New Line
0,Full of It,3,14273,14273,New Line
0,Little Children,3,26852891,304946,New Line
0,The Last Mimzy,3,29510632,17318613,New Line
0,Be Kind Rewind,3,41362315,3195495,New Line
0,Over Her Dead Body,3,15113979,29966,New Line
0,Semi-Pro,3,123936173,14276623,New Line
0,The Hidden,10,3493424,3493424,New Line
0,Freddyâs Dead: The Final …,10,30010340,2307396,New Line
0,Suburban Commando,10,2747650,2228465,New Line
0,House Party 2,10,8265287,7040212,New Line
0,Glengarry Glen Ross,10,2831155,2768015,New Line
0,Wes Craven's New Nightmare,10,35553789,15097396,New Line
0,Angus,10,4616374,142582,New Line
0,Mortal Kombat,10,269669118,1217808,New Line
0,Se7en,10,253453427,39538354,New Line
0,National Lampoon's Senior Trip,10,4417223,70107,New Line
0,Now and Then,10,23202097,14286473,New Line
0,The Island of Dr. Moreau,10,108856952,957742,New Line
0,Kansas City,10,2702388,12913,New Line
0,Last Man Standing,10,51477434,3718864,New Line
0,The Adventures of Pinocchio,10,14833496,286804,New Line
0,The Long Kiss Goodnight,10,60764960,26539581,New Line
0,Money Talks,10,199889869,1175876,New Line
0,Spawn,10,271197716,1318909,New Line
0,Most Wanted,10,20718545,5969550,New Line
0,Boogie Nights,10,16327671,10609139,New Line
0,Rush Hour,10,542717760,54199931,New Line
0,Blade,10,337940614,3416546,New Line
0,Pleasantville,10,32005463,20590339,New Line
0,Living Out Loud,10,254189,254189,New Line
0,American History X,10,280134,250394,New Line
0,Dog Park,10,242093,13931,New Line
0,The Astronaut's Wife,10,52677945,123841,New Line
0,Body Shots,10,1319841,699964,New Line
0,The Cell,10,242217527,1276094,New Line
0,Bamboozled,10,3488528,1650829,New Line
0,Lost Souls,10,39165942,15736448,New Line
0,The Little Vampire,10,6469827,6469827,New Line
0,Rush Hour 2,10,893788426,4663279,New Line
0,Life as a House,10,391692,391692,New Line
0,Bones,10,4306044,3563231,New Line
0,Simone,10,9680913,18144,New Line
0,Austin Powers in Goldmember,10,850472671,1022664,New Line
0,Knockaround Guys,10,28562696,11347818,New Line
0,Freddy vs. Jason,10,163816815,318514,New Line
0,Secondhand Lions,10,188947507,15664476,New Line
0,The Texas Chainsaw Massacre,10,160101590,68421970,New Line
0,Maria Full of Grace,10,31333977,765295,New Line
0,The Notebook,10,403283235,704809,New Line
0,Cellular,10,152211974,5259040,New Line
0,Raise Your Voice,10,33350697,10148743,New Line
0,Birth,10,2373200,2373200,New Line
0,Wedding Crashers,10,830925078,1426959,New Line
0,A History of Violence,10,98649580,17523302,New Line
0,The Man,10,8330720,25007,New Line
0,Domino,10,25825804,10046839,New Line
0,How to Eat Fried Worms,10,13040527,70761,New Line
0,The Texas Chainsaw Massacre…,10,130322510,38619387,New Line
0,Snakes on a Plane,10,135826155,161729,New Line
0,Little Children,10,1903314,883425,New Line
0,Rush Hour 3,10,557494402,1808323,New Line
0,Mr. Woodcock,10,98708051,5224076,New Line
0,Hairspray,10,355985114,774940,New Line
0,Shoot 'Em Up,10,25567824,132814,New Line
0,Rendition,10,14171266,8722648,New Line
0,A Nightmare on Elm Street 4…,9,116223674,14118384,New Line
0,Relentless,9,3701447,3241460,New Line
0,Pump Up the Volume,9,10533635,543222,New Line
0,Freddyâs Dead: The Final …,9,66716313,27702944,New Line
0,"Corrina, Corrina",9,37695337,9069404,New Line
0,The Mask,9,421581948,15286408,New Line
0,Friday,9,27391242,37285,New Line
0,Mortal Kombat,9,313064956,19660082,New Line
0,My Family,9,32961886,143323,New Line
0,National Lampoon's Senior Trip,9,14955783,4347116,New Line
0,Angus,9,10505848,4473792,New Line
0,Se7en,9,53506003,35078989,New Line
0,Kansas City,9,5232999,186416,New Line
0,The Island of Dr. Moreau,9,101122586,6977830,New Line
0,The Stupids,9,2364224,566388,New Line
0,The Adventures of Pinocchio,9,27833627,1012065,New Line
0,Feeling Minnesota,9,4996767,2899570,New Line
0,Last Man Standing,9,22987590,13869377,New Line
0,Austin Powers: Internationa…,9,161449020,128281,New Line
0,Spawn,9,212302422,1445367,New Line
0,Money Talks,9,142685515,14013662,New Line
0,Blade,9,236484774,26161419,New Line
0,Rush Hour,9,112356750,69522541,New Line
0,Detroit Rock City,9,8359715,111721,New Line
0,Austin Powers: The Spy Who …,9,205264878,794252,New Line
0,Drop Dead Gorgeous,9,21095977,170465,New Line
0,The Astronaut's Wife,9,30283634,5043780,New Line
0,Dog Park,9,228162,228162,New Line
0,Frequency,9,89883014,259476,New Line
0,The Cell,9,273584140,22145148,New Line
0,Turn It Up,9,4580544,1082842,New Line
0,Rush Hour 2,9,855661104,19517487,New Line
0,Simone,9,38137257,1161427,New Line
0,Austin Powers in Goldmember,9,841195745,7615500,New Line
0,Freddy vs. Jason,9,323078690,6547853,New Line
0,Secondhand Lions,9,40646818,25441111,New Line
0,Harold & Kumar Go to White …,9,36380245,290447,New Line
0,Maria Full of Grace,9,20861545,1638370,New Line
0,The Notebook,9,317976858,2499111,New Line
0,Cellular,9,60468327,26143434,New Line
0,Wedding Crashers,9,1014859312,16793783,New Line
0,Monster-in-Law,9,82931301,26941,New Line
0,The Man,9,29315949,8305713,New Line
0,A History of Violence,9,12340388,11571684,New Line
0,How to Eat Fried Worms,9,59384646,7398453,New Line
0,Snakes on a Plane,9,166531689,5300470,New Line
0,Shoot 'Em Up,9,44227214,12664010,New Line
0,Rush Hour 3,9,538179139,14087753,New Line
0,Hairspray,9,467636022,5166366,New Line
0,Mr. Woodcock,9,47638025,20282145,New Line
0,Damage,1,2940825,2172561,New Line
0,House Party 3,1,22732060,11591533,New Line
0,Blink,1,6608076,5889689,New Line
0,Wes Craven's New Nightmare,1,35697423,503149,New Line
0,The Mask,1,478192407,909264,New Line
0,Safe Passage,1,3773466,1403125,New Line
0,Dumb & Dumber,1,378556585,35233428,New Line
0,The Swan Princess,1,28376123,488524,New Line
0,Se7en,1,359522335,5194335,New Line
0,Now and Then,1,53653655,414703,New Line
0,Lawnmower Man 2: Beyond Cyb…,1,1911426,1911426,New Line
0,Bed of Roses,1,7610599,7610599,New Line
0,Set It Off,1,175810740,1230729,New Line
0,Michael,1,353232801,40524718,New Line
0,The Long Kiss Goodnight,1,66592305,466232,New Line
0,Jackie Chan's First Strike,1,46102394,14067683,New Line
0,In Love and War,1,17889173,11077281,New Line
0,Mortal Kombat: Annihilation,1,178060078,1229122,New Line
0,Boogie Nights,1,120388021,501162,New Line
0,Wag the Dog,1,87564050,30198961,New Line
0,Rush Hour,1,698892032,4768196,New Line
0,Living Out Loud,1,63479221,91355,New Line
0,Pleasantville,1,195569136,507122,New Line
0,American History X,1,31283988,283301,New Line
0,The Bachelor,1,42577179,21385,New Line
0,Magnolia,1,55160266,17094743,New Line
0,Next Friday,1,98853122,36664697,New Line
0,Thirteen Days,1,61123119,25183191,New Line
0,Little Nicky,1,157134193,538725,New Line
0,Dungeons and Dragons,1,60184148,671812,New Line
0,Sugar and Spice,1,7005572,7005572,New Line
0,The Lord of the Rings: The …,1,4080674146,244001595,New Line
0,I Am Sam,1,11468194,10905087,New Line
0,About Schmidt,1,157721237,41970859,New Line
0,Friday After Next,1,164075684,544984,New Line
0,Final Destination 2,1,19486845,19486845,New Line
0,The Texas Chainsaw Massacre,1,160655302,106907,New Line
0,Elf,1,860499199,4222491,New Line
0,The Butterfly Effect,1,56978808,34800024,New Line
0,After the Sunset,1,84885655,165334,New Line
0,Blade: Trinity,1,206771211,2824468,New Line
0,Birth,1,5005899,242201,New Line
0,Just Friends,1,129182688,780013,New Line
0,A History of Violence,1,125581891,231034,New Line
0,The New World,1,14094861,8546668,New Line
0,The Nativity Story,1,75201125,372914,New Line
0,Code Name: The Cleaner,1,28409588,8135024,New Line
0,Little Children,1,14739942,1544819,New Line
0,His Dark Materials: The Gol…,1,271718538,6187087,New Line
0,The Mask,7,37096664,37096664,New Line
0,Friday,7,104125889,1699389,New Line
0,My Family,7,41605151,327626,New Line
0,Don Juan DeMarco,7,65720612,331038,New Line
0,Dumb & Dumber,7,127108971,83586,New Line
0,Rumble in the Bronx,7,64393997,534454,New Line
0,A Thin Line Between Love & …,7,69472620,602675,New Line
0,The Adventures of Pinocchio,7,6375019,6375019,New Line
0,Trial And Error,7,53425315,480829,New Line
0,Love! Valour! Compassion!,7,10794873,438615,New Line
0,Austin Powers: Internationa…,7,209116535,2590102,New Line
