,Film,Month,Monthly_Cume_Gross,Monthly_Gross,Monthly_Gross_Mil,Studio
0,Married to the Mob,8,13756739,8680859,8,Orion Pictures
0,The Package,8,2598386,2598386,2,Orion Pictures
0,Navy SEALs,8,18800884,3814221,3,Orion Pictures
0,The Arrival,8,13978824,223850,0,Orion Pictures
0,Phat Beach,8,2131425,1225467,1,Orion Pictures
0,Ulee's Gold,8,37413140,2375990,2,Orion Pictures
0,Breathless,8,543617,24763,0,Orion Pictures
0,Amityville II: The Possession,9,5112839,5112839,5,Orion Pictures
0,Easy Money,9,123132635,12075637,12,Orion Pictures
0,Zelig,9,30683865,4806560,4,Orion Pictures
0,Class,9,82435120,2571978,2,Orion Pictures
0,Strange Invaders,9,2123474,1275988,1,Orion Pictures
0,The Woman in Red,9,83313157,9081225,9,Orion Pictures
0,The Return of the Living Dead,9,13609457,1135289,1,Orion Pictures
0,Maxie,9,1453561,1453561,1,Orion Pictures
0,Back to School,9,252273489,4980224,4,Orion Pictures
0,No Way Out,9,109532627,12991402,12,Orion Pictures
0,RoboCop,9,50870784,894936,0,Orion Pictures
0,Best Seller,9,1227025,1227025,1,Orion Pictures
0,Married to the Mob,9,27518479,6175138,6,Orion Pictures
0,Ulee's Gold,9,33750043,452940,0,Orion Pictures
0,Breathless,9,930597,28658,0,Orion Pictures
0,Amityville II: The Possession,10,18881500,5315161,5,Orion Pictures
0,First Blood,10,24986141,15805480,15,Orion Pictures
0,Easy Money,10,57352869,1332985,1,Orion Pictures
0,Zelig,10,20046442,1232306,1,Orion Pictures
0,Under Fire,10,6652520,4158390,4,Orion Pictures
0,The Woman in Red,10,74223816,1803328,1,Orion Pictures
0,The Terminator,10,5560930,5560930,5,Orion Pictures
0,Maxie,10,2378706,925145,0,Orion Pictures
0,Remo Williams: The Adventur…,10,20916257,9633371,9,Orion Pictures
0,Without a Clue,10,1590158,1590158,1,Orion Pictures
0,Little Man Tate,10,10586717,6238006,6,Orion Pictures
0,Ulee's Gold,10,17230940,34697,0,Orion Pictures
0,Breathless,10,1658067,26607,0,Orion Pictures
0,First Blood,11,117102661,20767353,20,Orion Pictures
0,Zelig,11,45648105,883134,0,Orion Pictures
0,Under Fire,11,5162511,1004121,1,Orion Pictures
0,Amityville 3-D,11,9073278,5614846,5,Orion Pictures
0,The Terminator,11,104693777,24318845,24,Orion Pictures
0,Remo Williams: The Adventur…,11,52024134,4495197,4,Orion Pictures
0,Something Wild,11,2548939,2548939,2,Orion Pictures
0,Crimes and Misdemeanors,11,28453454,8135403,8,Orion Pictures
0,Prancer,11,12834096,8729598,8,Orion Pictures
0,Dances with Wolves,11,49836842,26633464,26,Orion Pictures
0,Little Man Tate,11,63421773,12963514,12,Orion Pictures
0,RoboCop 3,11,5545171,5545171,5,Orion Pictures
0,Breathless,11,1030469,10777,0,Orion Pictures
0,First Blood,12,208185088,6979356,6,Orion Pictures
0,Gorky Park,12,14401014,7602603,7,Orion Pictures
0,The Terminator,12,65165046,3402571,3,Orion Pictures
0,The Cotton Club,12,27162186,14092111,14,Orion Pictures
0,Swann in Love,12,100240,100240,0,Orion Pictures
0,Three Amigos,12,47147635,24732180,24,Orion Pictures
0,Throw Momma From the Train,12,58617644,30715358,30,Orion Pictures
0,Dirty Rotten Scoundrels,12,46583115,22574586,22,Orion Pictures
0,Prancer,12,11098908,2369310,2,Orion Pictures
0,Dances with Wolves,12,187849996,37283077,37,Orion Pictures
0,Mermaids,12,32721265,17527278,17,Orion Pictures
0,Breathless,12,720074,10890,0,Orion Pictures
0,First Blood,1,183689000,3406273,3,Orion Pictures
0,Gorky Park,1,47828871,6174750,6,Orion Pictures
0,Scandalous,1,369183,369183,0,Orion Pictures
0,Broadway Danny Rose,1,1278764,1278764,1,Orion Pictures
0,The Terminator,1,107979624,2286981,2,Orion Pictures
0,The Cotton Club,1,82577670,9156057,9,Orion Pictures
0,Swann in Love,1,179189,78949,0,Orion Pictures
0,The Falcon and the Snowman,1,3187263,3187263,3,Orion Pictures
0,Three Amigos,1,29248941,4516761,4,Orion Pictures
0,Platoon,1,68680536,25453969,25,Orion Pictures
0,Radio Days,1,2103659,2103659,2,Orion Pictures
0,Throw Momma From the Train,1,233146492,21615237,21,Orion Pictures
0,The Couch Trip,1,11744922,7239034,7,Orion Pictures
0,Dirty Rotten Scoundrels,1,94972128,11276787,11,Orion Pictures
0,Mississippi Burning,1,34389101,14104705,14,Orion Pictures
0,Mermaids,1,22371204,4843926,4,Orion Pictures
0,Dances with Wolves,1,336843994,29948396,29,Orion Pictures
0,Lone Wolf McQuade,4,26856859,11541107,11,Orion Pictures
0,Broadway Danny Rose,4,41861067,236226,0,Orion Pictures
0,Harry & Son,4,4855216,50985,0,Orion Pictures
0,The Hotel New Hampshire,4,18541845,959768,0,Orion Pictures
0,Up the Creek,4,30024315,9975326,9,Orion Pictures
0,The Purple Rose of Cairo,4,22509587,4060564,4,Orion Pictures
0,The Falcon and the Snowman,4,17028295,242099,0,Orion Pictures
0,Desperately Seeking Susan,4,40258105,12374933,12,Orion Pictures
0,Hannah and Her Sisters,4,25462257,2063745,2,Orion Pictures
0,Platoon,4,469162069,17098007,17,Orion Pictures
0,Johnny Be Good,4,11331666,4015063,4,Orion Pictures
0,Colors,4,40235185,21088943,21,Orion Pictures
0,The First Power,4,20952524,13095692,13,Orion Pictures
0,Miami Blues,4,3952751,3952751,3,Orion Pictures
0,The Silence of the Lambs,4,413119805,19988779,19,Orion Pictures
0,Dances with Wolves,4,631871999,16472185,16,Orion Pictures
0,The Dark Half,4,4172970,4172970,4,Orion Pictures
0,Clifford,4,3695511,3695511,3,Orion Pictures
0,Blue Sky,4,3145825,193054,0,Orion Pictures
0,The Substitute,4,18885215,11183852,11,Orion Pictures
0,8 Heads in a Duffel Bag,4,6175905,3508866,3,Orion Pictures
0,Breathless,5,32552567,15300634,15,Orion Pictures
0,Up the Creek,5,44341076,1620229,1,Orion Pictures
0,The Bounty,5,24727846,8244171,8,Orion Pictures
0,Code of Silence,5,69987686,18245506,18,Orion Pictures
0,The Purple Rose of Cairo,5,44603640,2685673,2,Orion Pictures
0,Desperately Seeking Susan,5,99935840,8071502,8,Orion Pictures
0,Hannah and Her Sisters,5,30999366,735535,0,Orion Pictures
0,Platoon,5,639711864,8677458,8,Orion Pictures
0,Colors,5,132192673,17469619,17,Orion Pictures
0,Cadillac Man,5,25827443,16713037,16,Orion Pictures
0,The Silence of the Lambs,5,467755155,10493234,10,Orion Pictures
0,Dances with Wolves,5,675367474,8617695,8,Orion Pictures
0,The Substitute,5,53697445,2869463,2,Orion Pictures
0,Original Gangstas,5,6721095,2861428,2,Orion Pictures
0,I Shot Andy Warhol,5,2462870,894860,0,Orion Pictures
0,The Arrival,5,6729859,6729859,6,Orion Pictures
0,Breathless,6,55828312,4467752,4,Orion Pictures
0,Yellowbeard,6,2452320,2452320,2,Orion Pictures
0,Beat Street,6,45708068,14373254,14,Orion Pictures
0,The Purple Rose of Cairo,6,41197544,639763,0,Orion Pictures
0,Desperately Seeking Susan,6,100166147,3119878,3,Orion Pictures
0,Code of Silence,6,78515348,1848303,1,Orion Pictures
0,Secret Admirer,6,18285054,7725000,7,Orion Pictures
0,Back to School,6,80336909,38332169,38,Orion Pictures
0,Platoon,6,132221097,1249938,1,Orion Pictures
0,The Believers,6,8108346,6435329,6,Orion Pictures
0,Colors,6,40729790,2171228,2,Orion Pictures
0,Bull Durham,6,25580612,15196264,15,Orion Pictures
0,Great Balls of Fire!,6,6284877,6284877,6,Orion Pictures
0,Cadillac Man,6,43735626,6439679,6,Orion Pictures
0,RoboCop 2,6,48374264,28979852,28,Orion Pictures
0,Dances with Wolves,6,174577499,1366482,1,Orion Pictures
0,The Silence of the Lambs,6,123785232,1240600,1,Orion Pictures
0,The Arrival,6,47676507,6414733,6,Orion Pictures
0,The Substitute,6,14433603,95916,0,Orion Pictures
0,I Shot Andy Warhol,6,3167537,181250,0,Orion Pictures
0,Ulee's Gold,6,2191702,1469776,1,Orion Pictures
0,Broadway Danny Rose,2,19152947,6164697,6,Orion Pictures
0,Gorky Park,2,60904594,1936217,1,Orion Pictures
0,The Cotton Club,2,99160087,1963806,1,Orion Pictures
0,The Falcon and the Snowman,2,37873910,9378426,9,Orion Pictures
0,The Mean Season,2,5281984,3390741,3,Orion Pictures
0,F/X,2,36478606,13159077,13,Orion Pictures
0,Hannah and Her Sisters,2,21312449,10148798,10,Orion Pictures
0,Platoon,2,246796693,48312345,48,Orion Pictures
0,Radio Days,2,25337819,7038221,7,Orion Pictures
0,Hoosiers,2,8704161,4684347,4,Orion Pictures
0,Bill & Ted's Excellent Adve…,2,20271819,12978843,12,Orion Pictures
0,Madhouse,2,16471276,10333937,10,Orion Pictures
0,Dances with Wolves,2,437268166,24794021,24,Orion Pictures
0,The Silence of the Lambs,2,53845985,33484930,33,Orion Pictures
0,Ulee's Gold,2,17939027,320684,0,Orion Pictures
0,Broadway Danny Rose,3,47889113,2861541,2,Orion Pictures
0,Harry & Son,3,20438020,4804231,4,Orion Pictures
0,The Hotel New Hampshire,3,11427784,4050366,4,Orion Pictures
0,The Purple Rose of Cairo,3,6167173,3106065,3,Orion Pictures
0,The Mean Season,3,12228214,912521,0,Orion Pictures
0,The Cotton Club,3,77074179,669416,0,Orion Pictures
0,The Falcon and the Snowman,3,78762735,4220507,4,Orion Pictures
0,Desperately Seeking Susan,3,2386344,2386344,2,Orion Pictures
0,Hannah and Her Sisters,3,77132191,13249714,13,Orion Pictures
0,Just Between Friends,3,1880363,1880363,1,Orion Pictures
0,Platoon,3,384554332,26720425,26,Orion Pictures
0,Radio Days,3,10414422,1272542,1,Orion Pictures
0,Hoosiers,3,67672654,12232139,12,Orion Pictures
0,Johnny Be Good,3,7316603,7316603,7,Orion Pictures
0,Bill & Ted's Excellent Adve…,3,129642309,19306401,19,Orion Pictures
0,Madhouse,3,14105279,3771342,3,Orion Pictures
0,Dances with Wolves,3,670374579,27992469,27,Orion Pictures
0,The Silence of the Lambs,3,353035102,54766821,54,Orion Pictures
0,Article 99,3,3306441,3306441,3,Orion Pictures
0,Blue Sky,3,2952771,260008,0,Orion Pictures
0,City of Industry,3,1467640,367613,0,Orion Pictures
